CSV Converter: v1.113,Filter: v1.026,File system version: v4,Unit: 320,Time sync: Not synced,38m is a fixed reference measurement,The GPS field contains latitude and longitude coordinates in decimal degrees (positive sign indicates North or East),ZephIR window height above ground: 1.0m,Measurement heights: 300m 77m 60m 46m 38m 36m 28m 22m 16m 13m 10m
Reference,Time and Date,Timestamp (s),Info. Flags,Status Flags,Battery (V),Generator (V),Upper Temp. (C),Lower Temp. (C),Pod Humidity (%),GPS,ZephIR Bearing (deg),Tilt (deg),Air Temp. (C),Pressure (mbar),Humidity (%),MET Wind Speed (m/s),MET Direction (deg),Raining,Wind Direction (deg) at 300m,Horizontal Wind Speed (m/s) at 300m,Vertical Wind Speed (m/s) at 300m,Wind Direction (deg) at 77m,Horizontal Wind Speed (m/s) at 77m,Vertical Wind Speed (m/s) at 77m,Wind Direction (deg) at 60m,Horizontal Wind Speed (m/s) at 60m,Vertical Wind Speed (m/s) at 60m,Wind Direction (deg) at 46m,Horizontal Wind Speed (m/s) at 46m,Vertical Wind Speed (m/s) at 46m,Wind Direction (deg) at 38m,Horizontal Wind Speed (m/s) at 38m,Vertical Wind Speed (m/s) at 38m,Wind Direction (deg) at 36m,Horizontal Wind Speed (m/s) at 36m,Vertical Wind Speed (m/s) at 36m,Wind Direction (deg) at 28m,Horizontal Wind Speed (m/s) at 28m,Vertical Wind Speed (m/s) at 28m,Wind Direction (deg) at 22m,Horizontal Wind Speed (m/s) at 22m,Vertical Wind Speed (m/s) at 22m,Wind Direction (deg) at 16m,Horizontal Wind Speed (m/s) at 16m,Vertical Wind Speed (m/s) at 16m,Wind Direction (deg) at 13m,Horizontal Wind Speed (m/s) at 13m,Vertical Wind Speed (m/s) at 13m,Wind Direction (deg) at 10m,Horizontal Wind Speed (m/s) at 10m,Vertical Wind Speed (m/s) at 10m,Checksum:M^[sZkc~rs&M'N]{~k|mo~omgza|s&cX'N^ag`z}sg`sHgzsozs^AG@Z]QG@QHGZcN^ag`z}sCg}}kjsozs^AG@Z]QCG]]KJcNYg`jsJg|kmzga`s&jki'sozsYG@JQJG\QJKI]cNFa|gta`zobsYg`js]~kkjs&c!}'sozsFA\GTA@ZOBQYG@JQ]^JcNXk|zgmobsYg`js]~kkjs&c!}'sozsXK\ZGMOBQYG@JQ]^JcN]~ozgobsXo|gozga`sozs]^OZGOBQXO\GOZGA@cNMba{js]mobg`isozsMBA[JQ]MOBG@IcNLome}mozzk|s&!?r=k#8!c!}|'sozsLOME]MOZZK\cNFa|gta`zobs[`mk|zog`zws&c!}'sozsFA\GTA@ZOBQ]^JQMA@HGJK@MKcNJozosXobgjgzwsozsJOZOQG@XOBGJcN^ag`z}sg`sHgzsozs=>>cN^ag`z}sCg}}kjsozs=>>cN]~ozgobsXo|gozga`sozs=>>cNMba{js]mobg`isozs=>>cNLome}mozzk|s&!?r=k#8!c!}|'sozs=>>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs=>>cNJozosXobgjgzwsozs=>>cN^ag`z}sg`sHgzsozs99cN^ag`z}sCg}}kjsozs99cN]~ozgobsXo|gozga`sozs99cNMba{js]mobg`isozs99cNLome}mozzk|s&!?r=k#8!c!}|'sozs99cNFa|gta`zobs[`mk|zog`zws&c!}'sozs99cNJozosXobgjgzwsozs99cN^ag`z}sg`sHgzsozs8>cN^ag`z}sCg}}kjsozs8>cN]~ozgobsXo|gozga`sozs8>cNMba{js]mobg`isozs8>cNLome}mozzk|s&!?r=k#8!c!}|'sozs8>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs8>cNJozosXobgjgzwsozs8>cN^ag`z}sg`sHgzsozs:8cN^ag`z}sCg}}kjsozs:8cN]~ozgobsXo|gozga`sozs:8cNMba{js]mobg`isozs:8cNLome}mozzk|s&!?r=k#8!c!}|'sozs:8cNFa|gta`zobs[`mk|zog`zws&c!}'sozs:8cNJozosXobgjgzwsozs:8cN^ag`z}sg`sHgzsozs=6cN^ag`z}sCg}}kjsozs=6cN]~ozgobsXo|gozga`sozs=6cNMba{js]mobg`isozs=6cNLome}mozzk|s&!?r=k#8!c!}|'sozs=6cNFa|gta`zobs[`mk|zog`zws&c!}'sozs=6cNJozosXobgjgzwsozs=6cN^ag`z}sg`sHgzsozs=8cN^ag`z}sCg}}kjsozs=8cN]~ozgobsXo|gozga`sozs=8cNMba{js]mobg`isozs=8cNLome}mozzk|s&!?r=k#8!c!}|'sozs=8cNFa|gta`zobs[`mk|zog`zws&c!}'sozs=8cNJozosXobgjgzwsozs=8cN^ag`z}sg`sHgzsozs<6cN^ag`z}sCg}}kjsozs<6cN]~ozgobsXo|gozga`sozs<6cNMba{js]mobg`isozs<6cNLome}mozzk|s&!?r=k#8!c!}|'sozs<6cNFa|gta`zobs[`mk|zog`zws&c!}'sozs<6cNJozosXobgjgzwsozs<6cN^ag`z}sg`sHgzsozs<<cN^ag`z}sCg}}kjsozs<<cN]~ozgobsXo|gozga`sozs<<cNMba{js]mobg`isozs<<cNLome}mozzk|s&!?r=k#8!c!}|'sozs<<cNFa|gta`zobs[`mk|zog`zws&c!}'sozs<<cNJozosXobgjgzwsozs<<cN^ag`z}sg`sHgzsozs?8cN^ag`z}sCg}}kjsozs?8cN]~ozgobsXo|gozga`sozs?8cNMba{js]mobg`isozs?8cNLome}mozzk|s&!?r=k#8!c!}|'sozs?8cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?8cNJozosXobgjgzwsozs?8cN^ag`z}sg`sHgzsozs?=cN^ag`z}sCg}}kjsozs?=cN]~ozgobsXo|gozga`sozs?=cNMba{js]mobg`isozs?=cNLome}mozzk|s&!?r=k#8!c!}|'sozs?=cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?=cNJozosXobgjgzwsozs?=cN^ag`z}sg`sHgzsozs?>cN^ag`z}sCg}}kjsozs?>cN]~ozgobsXo|gozga`sozs?>cNMba{js]mobg`isozs?>cNLome}mozzk|s&!?r=k#8!c!}|'sozs?>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?>cNJozosXobgjgzwsozs?>cN^ag`z}sg`sHgzsozs^AG@Z]QG@QHGZcN^ag`z}sCg}}kjsozs^AG@Z]QCG]]KJcNYg`jsJg|kmzga`s&jki'sozsYG@JQJG\QJKI]cNFa|gta`zobsYg`js]~kkjs&c!}'sozsFA\GTA@ZOBQYG@JQ]^JcNXk|zgmobsYg`js]~kkjs&c!}'sozsXK\ZGMOBQYG@JQ]^JcN]~ozgobsXo|gozga`sozs]^OZGOBQXO\GOZGA@cNMba{js]mobg`isozsMBA[JQ]MOBG@IcNLome}mozzk|s&!?r=k#8!c!}|'sozsLOME]MOZZK\cNFa|gta`zobs[`mk|zog`zws&c!}'sozsFA\GTA@ZOBQ]^JQMA@HGJK@MKcNJozosXobgjgzwsozsJOZOQG@XOBGJc
1351147,03/05/2017 00:01:16,560044876,Shutter-Open,Fully Operational,10.723,0.029,39,44,18,32.86238 -106.28590,352.700,0,21.100,873.600,16.100,5.042,235.700,0,270.952,16.474,0.757,270.020,13.181,-0.053,269.959,12.803,0.200,269.550,12.058,-0.059,271.433,10.568,-0.103,269.969,10.049,-0.066,270.890,9.548,0.142,274.532,8.571,0.175,275.792,8.917,-0.063,272.516,7.374,0.252,277.751,7.027,-0.206,9?N?:6:=N:>N>N<9:r789N?9r<>>N>r7<7N>r><=N>r>>>N>r>><N?r:??N>Nn>N>N>r><>N>r>>>N>r>>9N>r66>N>Nn>N>N>r>?8N>r>>>N>r>8<N>rn9>N>Nn>N>N>r>?9N>r>>>N>r>8=N>rn6<N>Nn>N>N>r><<N>r>>>N>r>97N>rn>7N>Nn>N>N>r><:N>r>>>N>r>99N>rn?9N>Nn>N>N>r><7N>r>>>N>r>6>N>rn=9N>Nn>N>N>r><9N>r>>>N>r>6>N>rn6:N>Nn>N>N>r>=8N>r>>>N>r>6?N>r:7:N>Nn>N?N>r><nN>r>>>N>r>9<N>r:79N>Nn>N>N>r>n<N>r>>>N>r>96N>rn=9N>Nn>N>N>r>=?N>r>>>N>r>9=N>r:97N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
1351160,03/05/2017 00:01:34,560044894,Shutter-Open,Fully Operational,10.740,0.030,39,44,18,32.86238 -106.28590,352.700,0,21.100,873.800,16.200,3.601,227.800,0,273.388,16.902,0.305,270.173,13.555,-0.097,268.854,12.545,-0.163,269.788,11.196,0.071,271.009,11.243,-0.053,272.328,10.333,-0.018,270.419,9.166,0.111,275.879,8.838,-0.109,279.087,8.241,-0.173,272.680,7.684,-0.168,270.430,8.251,0.048,9>N?:6:=N:nN>N<98r<:9N?6r<66N>r8=?N>r>?nN>r>>>N>r>>=N?r>6>N>Nn>N>N>r><?N>r>>>N>r>>6N>r97nN>Nn>N>N>r>?9N>r>>>N>r>n=N>rn6?N>Nn>N>N>r><?N>r>>>N>r>96N>rn8?N>Nn>N>N>r>>6N>r>>>N>r>6>N>r:79N>Nn>N>N>r>?:N>r>>>N>r>67N>rn=<N>Nn>N>N>r>?6N>r>>>N>r>6=N>rn:6N>Nn>N>N>r>=?N>r>>>N>r>96N>rn8:N>Nn>N>N>r>=:N>r>>>N>r>6<N>rn<nN>Nn>N>N>r>=?N>r>>>N>r>9<N>rn>?N>Nn>N>N>r>:9N>r>>>N>r>9?N>rn=:N>Nn>N>N>r>=<N>r>>>N>r>9?N>r:68N>N?N>N7777N7777N7777N>r>>>N>r>>>N>r>>>N>r>>>N<
1351172,03/05/2017 00:01:51,560044911,Shutter-Open,Fully Operational,10.743,0.029,39,44,18,32.86238 -106.28590,352.700,0,21.100,873.800,16.290,3.807,238.200,0,271.622,16.922,0.682,269.160,13.497,0.009,269.412,12.266,0.094,270.810,11.432,0.069,272.514,10.477,0.124,270.376,10.065,-0.050,270.798,10.305,0.238,272.091,9.169,0.257,269.671,7.974,0.230,274.000,8.079,-0.183,277.135,5.848,0.198,9?N?:6::N:>N>N<99r?9?N?9r976N?r>7<N>r>=>N>r>>>N>r>><N?r986N>N::N>N>r>?8N>r>>>N>r>>9N>r98?N>Nn>N>N>r>?8N>r>>>N>r>:7N>r8:=N>Nn>N>N>r>?:N>r>>>N>r>9?N>rn89N>Nn>N>N>r>?nN>r>>>N>r>96N>rn<=N>Nn>N>N>r><>N>r>>>N>r>6nN>rn<>N>Nn>N?N>r>?<N>r>>>N>r>97N>rn>6N>Nn>N>N>r><?N>r>>>N>r>6<N>rn?8N>Nn>N>N>r>=<N>r>>>N>r>97N>rn??N>Nn>N>N>r>=>N>r>>>N>r>6:N>r:67N>Nn>N>N>r>:nN>r>>>N>r>9<N>rn>8N>Nn>N>N>r>n<N>r>>>N>r>9=N>r:78N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
1351184,03/05/2017 00:02:09,560044929,Shutter-Open,Fully Operational,10.738,0.030,39,44,18,32.86238 -106.28590,352.700,0,21.100,873.800,16.290,2.006,219.800,0,271.450,17.777,0.345,270.055,14.035,0.208,268.414,12.479,-0.014,270.144,11.341,-0.024,269.366,10.592,0.118,271.066,10.608,-0.141,270.216,9.783,0.136,274.567,8.932,0.044,274.301,8.627,0.259,275.419,7.273,0.116,269.986,8.566,-0.736,9?N?:6:=N::N>N<9:r:<:N?6r?>>N>r868N>r><>N>r>>>N>r>><N?r?>?N>N:8N>N>r><?N>r>>>N>r>>9N>r6??N>Nn>N>N>r>?8N>r>>>N>r>::N>rn6nN>Nn>N>N>r>?9N>r>>>N>r>86N>rn:?N>Nn>N>N>r>?<N>r>>>N>r>6<N>r:76N>Nn>N>N>r>?=N>r>>>N>r>77N>rn?9N>Nn>N>N>r>?7N>r>>>N>r>67N>rn>8N>Nn>N>N>r>?7N>r>>>N>r>6nN>rn?:N>Nn>N>N>r><=N>r>>>N>r>96N>rn>:N>Nn>N>N>r>=nN>r>>>N>r>98N>rn>>N>Nn>N>N>r>==N>r>>>N>r>9:N>rn>9N>Nn>N>N>r>:<N>r>>>N>r>9:N>rn?9N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
1351196,03/05/2017 00:02:43,560044963,Shutter-Open,Fully Operational,10.737,0.030,39,44,18,32.86238 -106.28590,352.700,0,21.100,873.700,16.100,4.013,236.100,0,276.535,16.601,1.350,270.530,13.067,0.341,270.562,12.749,0.102,271.213,12.206,0.021,271.968,10.521,0.135,271.416,11.402,-0.114,271.028,9.195,0.255,264.648,8.626,0.121,270.181,8.791,-0.072,269.046,7.991,0.109,272.874,7.520,0.434,9>N?:6:=N=6N>N<98r8?>N?6r=7<N>r=7>N>r><:N>r>>>N>r>>=N?r>n<N>N:7N>N>r><8N>r>>>N>r>>8N>r7>>N>Nn>N>N>r>??N>r>>>N>r>=6N>rn9<N>Nn>N>N>r>?nN>r>>>N>r>88N>r8<7N>Nn>N?N>r><=N>r>>>N>r>9:N>rn<7N>Nn>N>N>r>?7N>r>>>N>r>7=N>rn86N>Nn>N>N>r><=N>r>>>N>r>68N>rn<=N>Nn>N>N>r>n?N>r>>>N>r>69N>rn89N>Nn>N>N>r>8<N>r>>>N>r>67N>rnn=N>Nn>N?N>r>n=N>r>>>N>r>6:N>rnn=N>Nn>N>N>r>n7N>r>>>N>r>66N>rn<:N>Nn>N>N>r>=7N>r>>>N>r>68N>r:69N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
1351208,03/05/2017 00:03:00,560044980,Shutter-Open,Fully Operational,10.740,0.030,39,44,18,32.86238 -106.28590,352.700,0,21.100,873.700,16.200,3.653,238.100,0,273.273,17.385,0.413,271.423,13.637,0.005,270.327,12.450,0.200,271.272,11.668,0.284,270.223,10.851,-0.015,268.411,10.532,0.154,270.896,9.819,-0.283,271.311,8.544,0.282,269.998,7.620,0.109,275.788,7.424,0.189,270.200,6.661,0.199,9?N?:6:=N:nN>N<9=r879N?6r6><N>rn:9N>r><<N>r>>>N>r>><N?r?7:N>Nn>N>N>r><nN>r>>>N>r>>9N>r7:8N>Nn>N>N>r>?:N>r>>>N>r>=:N>rn97N>Nn>N>N>r>?nN>r>>>N>r>n6N>rnn?N>Nn>N>N>r><>N>r>>>N>r>6=N>rn=:N>Nn>N>N>r>?8N>r>>>N>r>7?N>rn:<N>Nn>N>N>r><nN>r>>>N>r>66N>rn<7N>Nn>N>N>r>=<N>r>>>N>r>7nN>rn=9N>Nn>N>N>r>=:N>r>>>N>r>7<N>rn::N>Nn>N>N>r>=8N>r>>>N>r>7>N>rn:9N>Nn>N>N>r>:8N>r>>>N>r>66N>rn><N>Nn>N>N>r>:9N>r>>>N>r>67N>r:77N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
1351221,03/05/2017 00:03:19,560044999,Shutter-Open,Fully Operational,10.745,0.029,39,44,18,32.86238 -106.28590,352.700,0,21.100,873.700,16.200,2.366,213.800,0,271.869,17.810,0.329,272.408,13.998,0.071,272.503,12.859,-0.102,270.175,11.650,0.024,271.043,11.158,0.168,271.515,10.682,-0.125,273.503,9.795,-0.099,272.167,9.637,-0.431,277.882,8.869,-0.230,269.850,7.028,0.173,281.359,6.563,0.086,9>N?:6:<N=7N>N<96r7n:N?6r:=nN>rn9<N>r>?:N>r>>>N>r>><N>r77nN>N:9N>N>r>??N>r>>>N>r>>8N>r9<?N>Nn>N?N>r>>6N>r>>>N>r>=?N>rnn>N>Nn>N>N>r>?6N>r>>>N>r>n?N>r8?7N>Nn>N>N>r>??N>r>>>N>r>98N>rn>:N>Nn>N>N>r><>N>r>>>N>r>86N>rn?=N>Nn>N>N>r><<N>r>>>N>r>69N>rn:7N>Nn>N>N>r><>N>r>>>N>r>79N>rn<7N>Nn>N>N>r><nN>r>>>N>r?>=N>rn<>N>Nn>N>N>r>=<N>r>>>N>r>79N>rn>>N>Nn>N>N>r>89N>r>>>N>r>79N>rn><N>Nn>N>N>r>:8N>r>>>N>r>78N>rn>=N>N>N>N7777N7777N7777N>r>>>N>r>>>N>r>>>N>r>>>N<
1351233,03/05/2017 00:03:36,560045016,Shutter-Open,Fully Operational,10.733,0.030,39,44,18,32.86238 -106.28590,352.700,0,21.100,873.900,16.600,2.521,244.100,0,274.753,18.208,0.356,271.558,14.036,0.335,272.679,12.978,0.109,273.260,12.304,0.155,272.880,12.034,-0.007,270.155,11.490,0.005,270.241,10.745,-0.010,270.641,9.109,0.090,266.975,10.678,0.206,269.558,9.986,-0.122,265.008,8.062,-0.073,9>N?:6:<N:?N>N<99r8?=N?6rn97N>r:n>N>r>?:N>r>>>N>r>><N>r7>>N>N:7N>N>r>?=N>r>>>N>r>>8N>r9<=N>Nn>N>N>r>?nN>r>>>N>r>=<N>rn9?N>Nn>N>N>r>?<N>r>>>N>r>:<N>rn<9N>Nn>N?N>r>?8N>r>>>N>r>n9N>rn<>N>Nn>N>N>r>?=N>r>>>N>r>87N>rn>6N>Nn>N>N>r><8N>r>>>N>r>6=N>rn9?N>Nn>N>N>r>=:N>r>>>N>r>78N>r8>=N>Nn>N>N>r>::N>r>>>N>r>77N>rn:<N>Nn>N>N>r>=>N>r>>>N>r?>>N>rnn8N>Nn>N>N>r>=6N>r>>>N>r?>6N>rn>?N>Nn>N>N>r>=8N>r>>>N>r?><N>rn>7N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
1351245,03/05/2017 00:03:53,560045033,Shutter-Open,Fully Operational,10.731,0.029,39,44,18,32.86238 -106.28590,352.700,0,21.100,873.800,16.390,2.521,227.700,0,272.448,17.977,0.564,271.292,14.155,-0.050,273.546,12.607,0.080,271.820,11.985,0.129,274.648,10.567,0.080,272.230,11.124,0.148,270.509,9.862,0.158,269.598,8.035,0.179,269.176,7.338,0.265,270.390,7.083,0.103,273.916,7.016,-0.192,9>N?:6:<N::N>N<99r78=N?6r:7:N>r8:7N>r>?=N>r>>>N>r>><N?r>><N>N:7N>N>r>?7N>r>>>N>r>>9N>r6?<N>Nn>N>N>r>?8N>r>>>N>r>=:N>r8?=N>Nn>N>N>r>?<N>r>>>N>r>:nN>rn6?N>Nn>N>N>r>??N>r>>>N>r>8nN>rn<=N>Nn>N>N>r><nN>r>>>N>r>9nN>rn6=N>Nn>N>N>r><9N>r>>>N>r>96N>rn96N>Nn>N>N>r><:N>r>>>N>r>69N>rn7?N>Nn>N>N>r>=6N>r>>>N>r>7:N>rn6<N>Nn>N>N>r>:9N>r>>>N>r>7:N>rn?9N>Nn>N>N>r>=<N>r>>>N>r?>6N>r:7=N>Nn>N>N>r>=9N>r>>>N>r>7<N>rn?>N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
1351257,03/05/2017 00:04:10,560045050,Shutter-Open,Fully Operational,10.735,0.029,39,44,18,32.86238 -106.28590,352.700,0,21.100,873.700,16.200,3.755,231.100,0,272.882,17.897,0.156,271.739,13.827,0.223,270.882,14.076,-0.039,274.386,12.843,0.099,272.682,11.432,0.133,271.021,10.819,0.303,273.292,10.429,-0.704,277.510,9.631,-0.263,269.707,6.864,0.031,270.777,7.586,0.200,269.615,6.277,0.466,9>N?:6:<N:=N>N<99r77:N?9rn=:N>r9nnN>r><=N>r>>>N>r>><N?r<n>N>N:6N>N>r>?6N>r>>>N>r>>9N>r7>nN>Nn>N>N>r>??N>r>>>N>r>:?N>r8>7N>Nn>N>N>r>?9N>r>>>N>r>:nN>rn8nN>Nn>N>N>r><nN>r>>>N>r>8?N>rn66N>Nn>N>N>r><7N>r>>>N>r>9:N>rn9>N>Nn>N>N>r>=:N>r>>>N>r>88N>rn67N>Nn>N>N>r>:9N>r>>>N>r>6?N>rn9nN>Nn>N>N>r><8N>r>>>N>r>68N>rnn=N>Nn>N>N>r>n=N>r>>>N>r>78N>rn=nN>Nn>N>N>r><8N>r>>>N>r?>?N>r:6=N>Nn>N>N>r>:=N>r>>>N>r?><N>rn?=N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
