CSV Converter: v1.113,Filter: v1.026,File system version: v4,Unit: 320,Time sync: Not synced,38m is a fixed reference measurement,The GPS field contains latitude and longitude coordinates in decimal degrees (positive sign indicates North or East),ZephIR window height above ground: 1.0m,Measurement heights: 300m 77m 60m 46m 38m 36m 28m 22m 16m 13m 10m
Reference,Time and Date,Timestamp (s),Info. Flags,Status Flags,Battery (V),Generator (V),Upper Temp. (C),Lower Temp. (C),Pod Humidity (%),GPS,ZephIR Bearing (deg),Tilt (deg),Air Temp. (C),Pressure (mbar),Humidity (%),MET Wind Speed (m/s),MET Direction (deg),Raining,Wind Direction (deg) at 300m,Horizontal Wind Speed (m/s) at 300m,Vertical Wind Speed (m/s) at 300m,Wind Direction (deg) at 77m,Horizontal Wind Speed (m/s) at 77m,Vertical Wind Speed (m/s) at 77m,Wind Direction (deg) at 60m,Horizontal Wind Speed (m/s) at 60m,Vertical Wind Speed (m/s) at 60m,Wind Direction (deg) at 46m,Horizontal Wind Speed (m/s) at 46m,Vertical Wind Speed (m/s) at 46m,Wind Direction (deg) at 38m,Horizontal Wind Speed (m/s) at 38m,Vertical Wind Speed (m/s) at 38m,Wind Direction (deg) at 36m,Horizontal Wind Speed (m/s) at 36m,Vertical Wind Speed (m/s) at 36m,Wind Direction (deg) at 28m,Horizontal Wind Speed (m/s) at 28m,Vertical Wind Speed (m/s) at 28m,Wind Direction (deg) at 22m,Horizontal Wind Speed (m/s) at 22m,Vertical Wind Speed (m/s) at 22m,Wind Direction (deg) at 16m,Horizontal Wind Speed (m/s) at 16m,Vertical Wind Speed (m/s) at 16m,Wind Direction (deg) at 13m,Horizontal Wind Speed (m/s) at 13m,Vertical Wind Speed (m/s) at 13m,Wind Direction (deg) at 10m,Horizontal Wind Speed (m/s) at 10m,Vertical Wind Speed (m/s) at 10m,Checksum:M^[sZkc~rs&M'N]{~k|mo~omgza|s&cX'N^ag`z}sg`sHgzsozs^AG@Z]QG@QHGZcN^ag`z}sCg}}kjsozs^AG@Z]QCG]]KJcNYg`jsJg|kmzga`s&jki'sozsYG@JQJG\QJKI]cNFa|gta`zobsYg`js]~kkjs&c!}'sozsFA\GTA@ZOBQYG@JQ]^JcNXk|zgmobsYg`js]~kkjs&c!}'sozsXK\ZGMOBQYG@JQ]^JcN]~ozgobsXo|gozga`sozs]^OZGOBQXO\GOZGA@cNMba{js]mobg`isozsMBA[JQ]MOBG@IcNLome}mozzk|s&!?r=k#8!c!}|'sozsLOME]MOZZK\cNFa|gta`zobs[`mk|zog`zws&c!}'sozsFA\GTA@ZOBQ]^JQMA@HGJK@MKcNJozosXobgjgzwsozsJOZOQG@XOBGJcN^ag`z}sg`sHgzsozs=>>cN^ag`z}sCg}}kjsozs=>>cN]~ozgobsXo|gozga`sozs=>>cNMba{js]mobg`isozs=>>cNLome}mozzk|s&!?r=k#8!c!}|'sozs=>>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs=>>cNJozosXobgjgzwsozs=>>cN^ag`z}sg`sHgzsozs99cN^ag`z}sCg}}kjsozs99cN]~ozgobsXo|gozga`sozs99cNMba{js]mobg`isozs99cNLome}mozzk|s&!?r=k#8!c!}|'sozs99cNFa|gta`zobs[`mk|zog`zws&c!}'sozs99cNJozosXobgjgzwsozs99cN^ag`z}sg`sHgzsozs8>cN^ag`z}sCg}}kjsozs8>cN]~ozgobsXo|gozga`sozs8>cNMba{js]mobg`isozs8>cNLome}mozzk|s&!?r=k#8!c!}|'sozs8>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs8>cNJozosXobgjgzwsozs8>cN^ag`z}sg`sHgzsozs:8cN^ag`z}sCg}}kjsozs:8cN]~ozgobsXo|gozga`sozs:8cNMba{js]mobg`isozs:8cNLome}mozzk|s&!?r=k#8!c!}|'sozs:8cNFa|gta`zobs[`mk|zog`zws&c!}'sozs:8cNJozosXobgjgzwsozs:8cN^ag`z}sg`sHgzsozs=6cN^ag`z}sCg}}kjsozs=6cN]~ozgobsXo|gozga`sozs=6cNMba{js]mobg`isozs=6cNLome}mozzk|s&!?r=k#8!c!}|'sozs=6cNFa|gta`zobs[`mk|zog`zws&c!}'sozs=6cNJozosXobgjgzwsozs=6cN^ag`z}sg`sHgzsozs=8cN^ag`z}sCg}}kjsozs=8cN]~ozgobsXo|gozga`sozs=8cNMba{js]mobg`isozs=8cNLome}mozzk|s&!?r=k#8!c!}|'sozs=8cNFa|gta`zobs[`mk|zog`zws&c!}'sozs=8cNJozosXobgjgzwsozs=8cN^ag`z}sg`sHgzsozs<6cN^ag`z}sCg}}kjsozs<6cN]~ozgobsXo|gozga`sozs<6cNMba{js]mobg`isozs<6cNLome}mozzk|s&!?r=k#8!c!}|'sozs<6cNFa|gta`zobs[`mk|zog`zws&c!}'sozs<6cNJozosXobgjgzwsozs<6cN^ag`z}sg`sHgzsozs<<cN^ag`z}sCg}}kjsozs<<cN]~ozgobsXo|gozga`sozs<<cNMba{js]mobg`isozs<<cNLome}mozzk|s&!?r=k#8!c!}|'sozs<<cNFa|gta`zobs[`mk|zog`zws&c!}'sozs<<cNJozosXobgjgzwsozs<<cN^ag`z}sg`sHgzsozs?8cN^ag`z}sCg}}kjsozs?8cN]~ozgobsXo|gozga`sozs?8cNMba{js]mobg`isozs?8cNLome}mozzk|s&!?r=k#8!c!}|'sozs?8cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?8cNJozosXobgjgzwsozs?8cN^ag`z}sg`sHgzsozs?=cN^ag`z}sCg}}kjsozs?=cN]~ozgobsXo|gozga`sozs?=cNMba{js]mobg`isozs?=cNLome}mozzk|s&!?r=k#8!c!}|'sozs?=cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?=cNJozosXobgjgzwsozs?=cN^ag`z}sg`sHgzsozs?>cN^ag`z}sCg}}kjsozs?>cN]~ozgobsXo|gozga`sozs?>cNMba{js]mobg`isozs?>cNLome}mozzk|s&!?r=k#8!c!}|'sozs?>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?>cNJozosXobgjgzwsozs?>cN^ag`z}sg`sHgzsozs^AG@Z]QG@QHGZcN^ag`z}sCg}}kjsozs^AG@Z]QCG]]KJcNYg`jsJg|kmzga`s&jki'sozsYG@JQJG\QJKI]cNFa|gta`zobsYg`js]~kkjs&c!}'sozsFA\GTA@ZOBQYG@JQ]^JcNXk|zgmobsYg`js]~kkjs&c!}'sozsXK\ZGMOBQYG@JQ]^JcN]~ozgobsXo|gozga`sozs]^OZGOBQXO\GOZGA@cNMba{js]mobg`isozsMBA[JQ]MOBG@IcNLome}mozzk|s&!?r=k#8!c!}|'sozsLOME]MOZZK\cNFa|gta`zobs[`mk|zog`zws&c!}'sozsFA\GTA@ZOBQ]^JQMA@HGJK@MKcNJozosXobgjgzwsozsJOZOQG@XOBGJc
76292,10/04/2017 00:27:53,557972873,Shutter-Open StartedUp,Fully Operational,10.771,0.030,39,44,19,32.86238 -106.28590,352.300,0,16.890,876.700,17.390,2.264,221.600,0,258.746,8.976,0.376,247.050,8.587,0.266,246.346,8.531,0.306,244.578,8.004,0.345,243.240,7.254,0.066,242.639,6.811,0.418,245.724,5.999,0.338,247.428,5.517,0.066,249.866,5.121,-0.169,249.399,4.517,-0.220,262.579,4.459,-0.169,9>N?:6:?Nn>N>N<98r><<N7r7?6N>rn99N>r>?=N>r>>>N>r>>=N>r796N>Nn>N>N>r>?7N>r>>>N>r>?>N>r9><N>Nn>N?7N>r>?<N>r>>>N>r><<N>r:99N>Nn>N>N>r>?:N>r>>>N>r><<N>r:6:N>Nn>N>N>r>=>N>r>>>N>r><>N>rn:>N>Nn>N?N>r>=:N>r>>>N>r><>N>r:79N>Nn>N>N>r><=N>r>>>N>r><>N>rn<?N>Nn>N>N>r>=?N>r>>>N>r><?N>rn?=N>Nn>N>N>r>:=N>r>>>N>r><<N>rn><N>Nn>N>N>r>:>N>r>>>N>r><?N>r:6=N>Nn>N>N>r>n=N>r>>>N>r><<N>r:8:N>Nn>N>N>r>8nN>r>>>N>r><>N>r:9?N>N>N>N7777N7777N7777N>r>>>N>r>>>N>r>>>N>r>>>N<
76304,10/04/2017 00:28:11,557972891,Shutter-Open,Fully Operational,10.776,0.030,39,44,19,32.86238 -106.28590,352.300,0,16.890,876.600,17.600,2.212,226.000,0,259.592,9.025,0.428,242.023,9.198,0.420,242.389,8.873,0.363,245.070,8.146,0.304,250.287,6.509,0.284,249.178,6.590,-0.045,249.074,6.219,-0.161,254.073,6.180,-0.172,257.020,5.136,-0.083,253.498,3.913,0.121,244.629,3.893,0.031,9>N?:6:?Nn>N>N<98rn?<N7rn78N>r:>7N>r>?>N>r>>>N>r>>:N>r6=?N>Nn>N>N>r>?6N>r>>>N>r>?>N>r87>N>Nn>N?N>r>>7N>r>>>N>r><<N>r:98N>Nn>N>N>r>??N>r>>>N>r><?N>r:87N>Nn>N>N>r>?:N>r>>>N>r><?N>rn>8N>Nn>N>N>r>=nN>r>>>N>r><?N>rn<6N>Nn>N>N>r>:<N>r>>>N>r><>N>rn<6N>Nn>N?N>r>:6N>r>>>N>r><>N>rn?:N>Nn>N>N>r>8?N>r>>>N>r><<N>r:6>N>Nn>N?N>r>::N>r>>>N>r><?N>r:9<N>Nn>N>N>r>:=N>r>>>N>r><?N>r::6N>Nn>N>N>r>8=N>r>>>N>r><8N>r:n>N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
76316,10/04/2017 00:28:28,557972908,Shutter-Open,Fully Operational,10.772,0.030,39,44,19,32.86239 -106.28590,352.300,0,16.890,876.700,17.890,2.418,222.600,0,262.085,9.684,0.119,246.811,8.841,0.153,245.301,8.340,0.159,248.566,6.967,0.203,244.893,6.382,0.086,246.824,6.228,0.128,250.294,5.607,0.113,253.903,4.799,0.308,254.989,3.951,0.235,250.252,3.778,0.102,249.977,3.789,0.190,9>N?:6:?Nn>N>N<9nr=<?N7rn9<N>r<:<N>r><?N>r>>>N>r>>=N>r7??N>Nn>N>N>r><6N>r>>>N>r>?>N>r9>nN>Nn>N>N>r>?8N>r>>>N>r><>N>r:68N>Nn>N>N>r>?<N>r>>>N>r><>N>r:6nN>Nn>N>N>r><=N>r>>>N>r><>N>rn<>N>Nn>N>N>r>=nN>r>>>N>r><>N>rn=<N>Nn>N>N>r>=9N>r>>>N>r><?N>rn?<N>Nn>N>N>r>=<N>r>>>N>r><<N>r:96N>Nn>N>N>r>==N>r>>>N>r><=N>r:9:N>Nn>N>N>r><6N>r>>>N>r><=N>r:n>N>N:7N>N>r>=7N>r>>>N>r><:N>r:n?N>Nn>N>N>r>:<N>r>>>N>r><=N>r:n?N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
76328,10/04/2017 00:28:46,557972926,Shutter-Open,Fully Operational,10.767,0.030,39,44,19,32.86239 -106.28590,352.300,0,16.790,876.600,18.000,2.006,220.500,0,257.610,9.390,0.163,245.633,9.653,0.410,244.933,9.278,0.296,245.019,8.269,0.234,248.477,5.992,0.356,245.050,6.888,0.173,241.389,5.986,-0.035,245.459,5.495,0.002,246.178,4.750,0.156,242.284,3.971,0.105,245.939,3.557,0.026,9?N?:6:?Nn>N>N<9nr987N7r6>nN>r=n6N>r>?:N>r>>>N>r>>:N>r6=:N>Nn>N>N>r><6N>r>>>N>r>>7N>r889N>Nn>N?N>r>?>N>r>>>N>r><<N>r:n8N>Nn>N>N>r>>8N>r>>>N>r><?N>r:7>N>Nn>N>N>r><6N>r>>>N>r>?7N>rnn=N>Nn>N>N>r>:>N>r>>>N>r>?7N>rn?nN>Nn>N>N>r>=nN>r>>>N>r>?7N>rn??N>Nn>N>N>r>=8N>r>>>N>r><>N>rn=9N>Nn>N>N>r>=9N>r>>>N>r><<N>rn?:N>Nn>N>N>r>=6N>r>>>N>r><=N>r:96N>Nn>N>N>r>=6N>r>>>N>r><?N>r:89N>Nn>N>N>r>=>N>r>>>N>r><:N>r::<N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
76340,10/04/2017 00:29:03,557972943,Shutter-Open,Fully Operational,10.777,0.030,39,44,19,32.86239 -106.28590,352.300,0,16.790,876.700,17.890,2.109,218.600,0,263.142,9.770,0.118,245.997,9.702,0.359,244.289,9.422,0.151,245.217,7.950,0.004,247.571,7.179,0.143,236.834,6.741,0.113,240.195,5.739,0.055,242.073,5.084,0.058,249.940,4.506,0.000,251.629,4.317,0.006,250.256,3.983,0.139,9>N?:6:?Nn>N>N<9nr:n?N?>r>n<N>r<76N>r>?=N>r>>>N>r>>=N>r977N>Nn>N>N>r>?9N>r>>>N>r>>7N>r8n?N>Nn>N>N>r>>6N>r>>>N>r><?N>r:69N>Nn>N>N>r>?:N>r>>>N>r><>N>rn>7N>Nn>N>N>r>=nN>r>>>N>r>?6N>rn7nN>Nn>N>N>r><7N>r>>>N>r><>N>rn=>N>Nn>N>N>r>=?N>r>>>N>r>?7N>rn<8N>Nn>N>N>r>=:N>r>>>N>r><?N>rn<>N>Nn>N>N>r>:6N>r>>>N>r><=N>r:6=N>Nn>N>N>r>=6N>r>>>N>r><=N>r:n7N>Nn>N>N>r>:7N>r>>>N>r><:N>r:n=N>Nn>N>N>r>n<N>r>>>N>r><=N>r::6N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
76353,10/04/2017 00:29:22,557972962,Shutter-Open,Fully Operational,10.767,0.029,39,44,19,32.86239 -106.28590,352.300,0,16.790,876.700,18.000,1.749,231.000,0,269.513,10.094,0.182,248.184,9.103,0.094,249.114,8.929,0.129,247.708,8.102,0.112,246.708,7.137,0.174,245.872,6.726,0.086,245.099,6.178,0.022,248.389,5.595,-0.126,244.673,4.616,-0.298,245.027,4.294,-0.139,245.320,3.268,-0.096,9?N?:6:?Nn>N>N<9nr>8=N?>r?9<N>r?98N>r>?=N>r>>>N>r>>:N>r98:N>Nn>N>N>r><>N>r>>>N>r>??N>r8?9N>Nn>N>N>r>?8N>r>>>N>r><?N>rn>?N>Nn>N>N>r>?:N>r>>>N>r><?N>r:6>N>Nn>N>N>r><=N>r>>>N>r><>N>rn<nN>Nn>N>N>r>=9N>r>>>N>r>?6N>rn76N>Nn>N>N>r>=:N>r>>>N>r>?7N>rn<6N>Nn>N>N>r>=8N>r>>>N>r><>N>rn<<N>Nn>N>N>r>:?N>r>>>N>r><<N>r:6?N>Nn>N>N>r>:9N>r>>>N>r><=N>r:8:N>Nn>N>N>r>n>N>r>>>N>r><>N>r:8nN>Nn>N>N>r>8?N>r>>>N>r><:N>r:n=N>N>N>N7777N7777N7777N>r>>>N>r>>>N>r>>>N>r>>>N<
76365,10/04/2017 00:29:39,557972979,Shutter-Open,Fully Operational,10.782,0.030,39,44,19,32.86239 -106.28590,352.300,0,16.790,876.700,18.100,1.852,211.500,0,270.723,9.814,0.177,251.853,9.251,0.081,250.255,9.013,0.035,247.305,8.126,-0.064,244.657,6.717,0.225,243.173,7.552,-0.022,243.551,5.999,0.003,242.735,4.938,0.092,242.890,4.649,0.104,249.603,3.983,0.183,256.793,3.583,0.235,9>N?:6:?Nn>N>N<9nr?>8N7r9>8N>r<:8N>r>??N>r>>>N>r>>:N>r9<=N>Nn>N>N>r><nN>r>>>N>r>?>N>r8=7N>Nn>N>N>r>?9N>r>>>N>r><<N>r:7=N>Nn>N>N>r>?<N>r>>>N>r><<N>r:98N>Nn>N>N>r><=N>r>>>N>r><?N>rn>?N>Nn>N?N>r>=8N>r>>>N>r><>N>rn=nN>Nn>N>N>r>=8N>r>>>N>r><>N>rn:>N>Nn>N>N>r>=>N>r>>>N>r><?N>rn>>N>Nn>N>N>r>=7N>r>>>N>r><<N>r:78N>Nn>N>N>r>:<N>r>>>N>r><<N>r:66N>Nn>N>N>r>8>N>r>>>N>r><=N>r:9?N>Nn>N?N>r>99N>r>>>N>r><<N>r::<N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
76377,10/04/2017 00:29:57,557972997,Shutter-Open,Fully Operational,10.762,0.029,39,44,19,32.86239 -106.28590,352.300,0,16.790,876.700,18.100,2.006,223.300,0,269.001,9.437,0.361,252.109,8.428,0.132,252.345,8.539,0.124,251.654,7.876,0.108,248.668,7.333,-0.095,246.416,6.647,-0.007,247.264,4.995,0.238,250.606,4.533,0.209,240.979,4.241,0.108,239.254,4.017,0.059,240.560,3.684,-0.084,9?N?:6:?Nn>N>N<9nr=9=N7rn?7N>r:=<N>r>??N>r>>>N>r>>:N>r87:N>Nn>N>N>r><:N>r>>>N>r>??N>rn7nN>Nn>N>N>r>?:N>r>>>N>r><<N>rn>7N>Nn>N?N>r>?9N>r>>>N>r><<N>r:6:N>Nn>N>N>r><?N>r>>>N>r><?N>rn>6N>Nn>N>N>r><6N>r>>>N>r><>N>rn::N>Nn>N>N>r><>N>r>>>N>r><>N>rn<=N>Nn>N>N>r>8<N>r>>>N>r><?N>rn<7N>Nn>N>N>r>n6N>r>>>N>r><<N>r:68N>Nn>N>N>r>n?N>r>>>N>r><?N>r:8:N>Nn>N>N>r>=8N>r>>>N>r><?N>r:n>N>N:7N>N>r>n<N>r>>>N>r><?N>r::7N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
76389,10/04/2017 00:30:14,557973014,Shutter-Open,Fully Operational,10.777,0.030,39,44,19,32.86239 -106.28590,352.300,0,16.790,876.600,18.290,2.418,218.800,0,258.966,9.573,0.339,243.972,8.555,-0.033,243.892,8.327,0.018,246.998,7.801,-0.020,244.916,6.860,0.080,248.183,6.822,0.024,253.126,6.208,-0.163,250.973,5.510,-0.076,249.666,4.658,0.098,250.586,3.997,0.123,248.669,3.855,0.033,9>N?:6:?Nn>N>N<9nr>96N7r=86N>r=6=N>r>?<N>r>>>N>r>>:N>r879N>Nn>N>N>r><6N>r>>>N>r>??N>r8?7N>Nn>N>N>r><nN>r>>>N>r><?N>r:7?N>Nn>N>N>r><?N>r>>>N>r><<N>rn>>N>Nn>N>N>r><8N>r>>>N>r><?N>r:7=N>Nn>N>N>r><nN>r>>>N>r><>N>r:7:N>Nn>N>N>r><=N>r>>>N>r><>N>r:78N>Nn>N>N>r>:=N>r>>>N>r><>N>rn>8N>Nn>N>N>r>::N>r>>>N>r><>N>rn?>N>Nn>N>N>r>=9N>r>>>N>r><=N>r:88N>Nn>N>N>r>:7N>r>>>N>r><?N>r:88N>Nn>N>N>r>:<N>r>>>N>r><>N>r:87N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
76401,10/04/2017 00:30:31,557973031,Shutter-Open,Fully Operational,10.770,0.030,39,44,19,32.86239 -106.28590,352.300,0,16.790,876.600,18.000,1.183,224.000,0,256.408,9.148,0.350,243.307,8.575,0.064,243.261,8.773,-0.047,241.349,8.290,-0.010,242.967,8.076,0.023,240.003,7.216,-0.162,241.615,6.287,-0.156,244.596,5.013,-0.099,249.690,4.510,-0.232,250.077,4.617,0.147,256.850,4.201,0.108,9>N?:6:?Nn>N>N<98r?><N7r=78N>r:6nN>r><>N>r>>>N>r>>:N?r>77N>Nn>N>N>r>=<N>r>>>N>r>?>N>r6<6N>Nn>N>N>r>?>N>r>>>N>r><<N>r:97N>Nn>N>N>r>>7N>r>>>N>r><<N>r:8=N>Nn>N>N>r>?<N>r>>>N>r><<N>r:7:N>Nn>N>N>r>?9N>r>>>N>r><<N>rn>>N>Nn>N>N>r>=7N>r>>>N>r><<N>r:7>N>Nn>N>N>r><6N>r>>>N>r><?N>r:96N>Nn>N>N>r>:>N>r>>>N>r><?N>r:96N>Nn>N>N>r>n<N>r>>>N>r><:N>r:8?N>Nn>N>N>r>=6N>r>>>N>r><8N>r:99N>Nn>N>N>r>8>N>r>>>N>r><?N>r:6>N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
