CSV Converter: v1.113,Filter: v1.026,File system version: v4,Unit: 320,Time sync: Not synced,38m is a fixed reference measurement,The GPS field contains latitude and longitude coordinates in decimal degrees (positive sign indicates North or East),ZephIR window height above ground: 1.0m,Measurement heights: 300m 77m 60m 46m 38m 36m 28m 22m 16m 13m 10m
Reference,Time and Date,Timestamp (s),Info. Flags,Status Flags,Battery (V),Generator (V),Upper Temp. (C),Lower Temp. (C),Pod Humidity (%),GPS,ZephIR Bearing (deg),Tilt (deg),Air Temp. (C),Pressure (mbar),Humidity (%),MET Wind Speed (m/s),MET Direction (deg),Raining,Wind Direction (deg) at 300m,Horizontal Wind Speed (m/s) at 300m,Vertical Wind Speed (m/s) at 300m,Wind Direction (deg) at 77m,Horizontal Wind Speed (m/s) at 77m,Vertical Wind Speed (m/s) at 77m,Wind Direction (deg) at 60m,Horizontal Wind Speed (m/s) at 60m,Vertical Wind Speed (m/s) at 60m,Wind Direction (deg) at 46m,Horizontal Wind Speed (m/s) at 46m,Vertical Wind Speed (m/s) at 46m,Wind Direction (deg) at 38m,Horizontal Wind Speed (m/s) at 38m,Vertical Wind Speed (m/s) at 38m,Wind Direction (deg) at 36m,Horizontal Wind Speed (m/s) at 36m,Vertical Wind Speed (m/s) at 36m,Wind Direction (deg) at 28m,Horizontal Wind Speed (m/s) at 28m,Vertical Wind Speed (m/s) at 28m,Wind Direction (deg) at 22m,Horizontal Wind Speed (m/s) at 22m,Vertical Wind Speed (m/s) at 22m,Wind Direction (deg) at 16m,Horizontal Wind Speed (m/s) at 16m,Vertical Wind Speed (m/s) at 16m,Wind Direction (deg) at 13m,Horizontal Wind Speed (m/s) at 13m,Vertical Wind Speed (m/s) at 13m,Wind Direction (deg) at 10m,Horizontal Wind Speed (m/s) at 10m,Vertical Wind Speed (m/s) at 10m,Checksum:M^[sZkc~rs&M'N]{~k|mo~omgza|s&cX'N^ag`z}sg`sHgzsozs^AG@Z]QG@QHGZcN^ag`z}sCg}}kjsozs^AG@Z]QCG]]KJcNYg`jsJg|kmzga`s&jki'sozsYG@JQJG\QJKI]cNFa|gta`zobsYg`js]~kkjs&c!}'sozsFA\GTA@ZOBQYG@JQ]^JcNXk|zgmobsYg`js]~kkjs&c!}'sozsXK\ZGMOBQYG@JQ]^JcN]~ozgobsXo|gozga`sozs]^OZGOBQXO\GOZGA@cNMba{js]mobg`isozsMBA[JQ]MOBG@IcNLome}mozzk|s&!?r=k#8!c!}|'sozsLOME]MOZZK\cNFa|gta`zobs[`mk|zog`zws&c!}'sozsFA\GTA@ZOBQ]^JQMA@HGJK@MKcNJozosXobgjgzwsozsJOZOQG@XOBGJcN^ag`z}sg`sHgzsozs=>>cN^ag`z}sCg}}kjsozs=>>cN]~ozgobsXo|gozga`sozs=>>cNMba{js]mobg`isozs=>>cNLome}mozzk|s&!?r=k#8!c!}|'sozs=>>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs=>>cNJozosXobgjgzwsozs=>>cN^ag`z}sg`sHgzsozs99cN^ag`z}sCg}}kjsozs99cN]~ozgobsXo|gozga`sozs99cNMba{js]mobg`isozs99cNLome}mozzk|s&!?r=k#8!c!}|'sozs99cNFa|gta`zobs[`mk|zog`zws&c!}'sozs99cNJozosXobgjgzwsozs99cN^ag`z}sg`sHgzsozs8>cN^ag`z}sCg}}kjsozs8>cN]~ozgobsXo|gozga`sozs8>cNMba{js]mobg`isozs8>cNLome}mozzk|s&!?r=k#8!c!}|'sozs8>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs8>cNJozosXobgjgzwsozs8>cN^ag`z}sg`sHgzsozs:8cN^ag`z}sCg}}kjsozs:8cN]~ozgobsXo|gozga`sozs:8cNMba{js]mobg`isozs:8cNLome}mozzk|s&!?r=k#8!c!}|'sozs:8cNFa|gta`zobs[`mk|zog`zws&c!}'sozs:8cNJozosXobgjgzwsozs:8cN^ag`z}sg`sHgzsozs=6cN^ag`z}sCg}}kjsozs=6cN]~ozgobsXo|gozga`sozs=6cNMba{js]mobg`isozs=6cNLome}mozzk|s&!?r=k#8!c!}|'sozs=6cNFa|gta`zobs[`mk|zog`zws&c!}'sozs=6cNJozosXobgjgzwsozs=6cN^ag`z}sg`sHgzsozs=8cN^ag`z}sCg}}kjsozs=8cN]~ozgobsXo|gozga`sozs=8cNMba{js]mobg`isozs=8cNLome}mozzk|s&!?r=k#8!c!}|'sozs=8cNFa|gta`zobs[`mk|zog`zws&c!}'sozs=8cNJozosXobgjgzwsozs=8cN^ag`z}sg`sHgzsozs<6cN^ag`z}sCg}}kjsozs<6cN]~ozgobsXo|gozga`sozs<6cNMba{js]mobg`isozs<6cNLome}mozzk|s&!?r=k#8!c!}|'sozs<6cNFa|gta`zobs[`mk|zog`zws&c!}'sozs<6cNJozosXobgjgzwsozs<6cN^ag`z}sg`sHgzsozs<<cN^ag`z}sCg}}kjsozs<<cN]~ozgobsXo|gozga`sozs<<cNMba{js]mobg`isozs<<cNLome}mozzk|s&!?r=k#8!c!}|'sozs<<cNFa|gta`zobs[`mk|zog`zws&c!}'sozs<<cNJozosXobgjgzwsozs<<cN^ag`z}sg`sHgzsozs?8cN^ag`z}sCg}}kjsozs?8cN]~ozgobsXo|gozga`sozs?8cNMba{js]mobg`isozs?8cNLome}mozzk|s&!?r=k#8!c!}|'sozs?8cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?8cNJozosXobgjgzwsozs?8cN^ag`z}sg`sHgzsozs?=cN^ag`z}sCg}}kjsozs?=cN]~ozgobsXo|gozga`sozs?=cNMba{js]mobg`isozs?=cNLome}mozzk|s&!?r=k#8!c!}|'sozs?=cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?=cNJozosXobgjgzwsozs?=cN^ag`z}sg`sHgzsozs?>cN^ag`z}sCg}}kjsozs?>cN]~ozgobsXo|gozga`sozs?>cNMba{js]mobg`isozs?>cNLome}mozzk|s&!?r=k#8!c!}|'sozs?>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?>cNJozosXobgjgzwsozs?>cN^ag`z}sg`sHgzsozs^AG@Z]QG@QHGZcN^ag`z}sCg}}kjsozs^AG@Z]QCG]]KJcNYg`jsJg|kmzga`s&jki'sozsYG@JQJG\QJKI]cNFa|gta`zobsYg`js]~kkjs&c!}'sozsFA\GTA@ZOBQYG@JQ]^JcNXk|zgmobsYg`js]~kkjs&c!}'sozsXK\ZGMOBQYG@JQ]^JcN]~ozgobsXo|gozga`sozs]^OZGOBQXO\GOZGA@cNMba{js]mobg`isozsMBA[JQ]MOBG@IcNLome}mozzk|s&!?r=k#8!c!}|'sozsLOME]MOZZK\cNFa|gta`zobs[`mk|zog`zws&c!}'sozsFA\GTA@ZOBQ]^JQMA@HGJK@MKcNJozosXobgjgzwsozsJOZOQG@XOBGJc
1082452,29/03/2017 06:13:02,556956782,Focusing Shutter-Open LaserNotEmitting StartedUp,Laser-Fault LaserNotEmitting MET,10.795,0.030,36,41,21,32.86238 -106.28590,352.100,1,6.300,873.800,84.900,2.006,48.400,2,316.818,7.968,-3.471,40.050,5.148,-0.373,47.063,6.719,-1.636,50.519,3.733,-0.443,32.792,8.528,-1.760,38.827,5.441,-1.310,48.002,3.734,-0.511,38.898,5.015,-0.607,47.629,3.497,-0.250,49.956,3.422,-0.102,38.759,3.047,-0.177,89N?:6:=Nn>N>N7777N7777N7777N>r?:9N>r>>>N>r>>?Nn=r8=nN?Nn>N>N>r?=8N>r>>>N>r>n7N?r<>=N>Nn>N:N>r>n>N>r>>>N>r><:N?r8n:N>Nn>N>N>r?7=N>r>>>N>r><9N?r?6=N>Nn>N>N>r<9:N>r>>>N>r>=?N?r>9:N>Nn>N?N>r?8=N>r>>>N>r>==N>r6?nN>Nn>N>N>r<><N>r>>>N>r>=8N>r9?=N>Nn>N>N>r<?<N>r>>>N>r>=7N>r8::N>Nn>N>N>r<=9N>r>>>N>r>:<N>rnn?N>Nn>N>N>r?:9N>r>>>N>r>=nN>rn>7N>Nn>N?N>r?:6N>r>>>N>r>=8N>r::6N>N:7N>N>r?=9N>r>>>N>r>=:N>r:n6N>N>N>N7777N7777N7777N>r>>>N>r>>>N>r>>>N>r>>>N<
1082464,29/03/2017 06:13:31,556956811,Shutter-Open LaserNotEmitting,Laser-Fault LaserNotEmitting MET,10.950,0.027,35,41,21,32.86238 -106.28590,352.000,0,6.300,873.700,84.800,2.932,58.600,1,9999,9999,9999,19.454,4.489,-1.081,89.428,2.191,-0.270,31.488,4.767,-1.399,77.259,5.884,-0.579,64.172,6.376,-1.981,78.320,5.526,-1.208,93.878,5.325,-1.451,3.400,3.502,-0.447,22.924,3.226,-0.535,40.670,2.856,-0.278,89N?:979Nn>N>N?=<r98>N?>r>8>N<r7?<N>r>8?N>r>>>N>r>:8N?r:>>N>N>N>N>r>>>N>r>>>N>r>>>N>r>>>N=Nn>N>N>r>76N>r>>>N>r>n7N?r6::N>Nn>N>N>r96=N>r>>>N>r>n7N?r?:<N>Nn>N>N>r?=8N>r>>>N>r>8nN?r?<8N>Nn>N>N>r?8<N>r>>>N>r>9>N>r687N>Nn>N<N>r<n9N>r>>>N>r>87N>r9:>N>Nn>N?N>r<><N>r>>>N>r>9:N>r8=6N>Nn>N>N>r<:<N>r>>>N>r>78N>rn68N>Nn>N<N>r<8nN>r>>>N>r?>>N>rn<7N>N:7N>N>r<>nN>r>>>N>r>9>N>rn?<N>N:7N>N>r?:>N>r>>>N>r>8=N>r:8nN>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
1082476,29/03/2017 06:14:29,556956869,Shutter-Open LaserNotEmitting,Laser-Fault LaserNotEmitting MET,10.984,0.028,35,41,21,32.86238 -106.28590,352.200,0,6.300,873.800,84.900,2.058,50.200,2,9999,9999,9999,44.892,5.135,-1.707,63.621,8.353,-3.573,35.892,5.664,-1.990,30.472,8.816,-1.864,22.408,6.508,-2.163,40.965,6.019,-1.000,39.432,4.723,-0.595,47.573,3.975,-0.320,22.411,3.348,-0.286,7.397,4.007,-0.896,89N?:977Nn>N?N?=8r<=:N?<r<<8N<r=9>N>r>n=N>r>>>N>r>::N?r9=8N>N>N?N>r>>>N>r>>>N>r>>>N>r>>>N=Nn>N>N>r>nnN>r>>>N>r>87N?r78?N>Nn>N>N>r?76N>r>>>N>r>9:N?r<:=N>Nn>N?N>r=<<N>r>>>N>r>6<N>r78?N>Nn>N>N>r?:8N>r>>>N>r>96N>r666N>Nn>N>N>r?8:N>r>>>N>r>97N>r66nN>Nn>N?N>r<>>N>r>>>N>r>7=N>r8n=N>Nn>N?N>r?6=N>r>>>N>r>78N>rn:6N>Nn>N<N>r?88N>r>>>N>r>8=N>rn::N>N:7N>N>r?6>N>r>>>N>r?>6N>rn?>N>N:7N>N>r<?:N>r>>>N>r>86N>r:6<N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
1082488,29/03/2017 06:15:27,556956927,Shutter-Open LaserNotEmitting,Laser-Fault LaserNotEmitting MET,11.031,0.028,35,41,21,32.86238 -106.28590,352.200,1,6.300,873.500,85.090,1.235,77.200,1,9999,9999,9999,35.703,3.885,-1.009,55.305,3.365,-0.808,67.602,3.024,-0.362,40.770,4.750,-0.979,58.750,6.133,-0.558,28.183,5.948,-1.396,43.302,4.426,-0.892,17.477,3.852,-0.613,65.728,4.011,-0.646,30.475,3.578,-0.176,89N?:6><Nn>N<N?=?r8n9N?=rn:=N?r6:<N>r><:N>r>>>N>r>::N?r8n7N>N>N<N>r>>>N>r>>>N>r>>>N>r>>>N=Nn>N?N>r>7?N>r>>>N>r>n7N?r9:7N>Nn>N>N>r??nN>r>>>N>r>8:N?r7>nN>Nn>N>N>r<9<N>r>>>N>r>9:N?r==<N>Nn>N=N>r?>?N>r>>>N>r>9:N?r>?6N>Nn>N>N>r?:nN>r>>>N>r>9?N>r9n7N>Nn>N>N>r?7?N>r>>>N>r>99N>r868N>Nn>N>N>r<=7N>r>>>N>r>96N>r8?<N>Nn>N?N>r?97N>r>>>N>r>6<N>rnn7N>Nn>N?N>r?6:N>r>>>N>r>6:N>r:6?N>Nn>N>N>r?86N>r>>>N>r>98N>r:6>N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
1082500,29/03/2017 06:16:24,556956984,Shutter-Open LaserNotEmitting,Laser-Fault LaserNotEmitting MET,10.963,0.028,35,41,21,32.86238 -106.28590,352.400,0,6.300,873.600,85.300,3.550,31.600,2,9999,9999,9999,44.893,4.080,-0.301,44.071,3.661,-0.328,65.757,5.032,-1.545,46.690,5.175,-1.426,42.853,6.178,-1.647,17.454,5.205,-0.977,19.723,4.744,-0.856,25.870,3.673,-0.162,30.314,3.526,-0.518,29.577,2.742,-0.175,89N?:977Nn>N>N?=:r8>8N?<r97:N?rn?=N>r>:>N>r>>>N>r>:>N?rn=:N>N>N?N>r>>>N>r>>>N>r>>>N>r>>>N=Nn>N>N>r>:7N>r>>>N>r>n7N?r6==N>Nn>N>N>r>:7N>r>>>N>r>8?N?r<?>N>Nn>N>N>r<:<N>r>>>N>r>88N>r7<9N>Nn>N?N>r<=>N>r>>>N>r>88N>r98=N>Nn>N>N>r?99N>r>>>N>r>9<N>r96=N>Nn>N>N>r<=8N>r>>>N>r>86N>r8<7N>Nn>N>N>r<<?N>r>>>N>r>96N>rn96N>Nn>N>N>r<>nN>r>>>N>r>96N>rn>>N>N:6N>N>r<?<N>r>>>N>r>96N>r:7?N>N:6N>N>r?9>N>r>>>N>r>=6N>r:66N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
1082513,29/03/2017 06:17:51,556957071,Shutter-Open LaserNotEmitting,Laser-Fault LaserNotEmitting MET,10.818,0.030,35,41,21,32.86238 -106.28590,352.600,0,6.300,873.700,85.000,2.675,46.500,1,309.351,9.452,-4.091,43.563,4.294,-0.337,54.052,5.261,-1.002,24.973,3.038,-0.228,54.731,4.492,-1.135,43.640,5.976,-1.787,37.224,3.996,-1.005,100.162,4.029,0.250,21.771,4.335,-0.674,32.910,3.660,-0.487,33.995,2.680,-0.030,89N?:6:=Nn>N>N7777N7777N7777N>r?:6N>r>>>N>r>>?Nn=r9?<N?Nn>N>N>r?:=N>r>>>N>r>::N?r=>7N>Nn>N>N>r>:7N>r>>>N>r>n:N?r=>?N>Nn>N>N>r?7=N>r>>>N>r>n7N?r>n8N>Nn>N>N>r?78N>r>>>N>r>8?N?r>=6N>Nn>N>N>r<?<N>r>>>N>r>8?N>r899N>Nn>N>N>r=>=N>r>>>N>r>9?N>r9?9N>Nn>N?N>r<=?N>r>>>N>r>9<N>r8:=N>Nn>N>N>r<<:N>r>>>N>r>66N>rn:6N>Nn>N>N>r<<9N>r>>>N>r>97N>r:6nN>Nn>N>N>r<>>N>r>>>N>r>7<N>r:99N>N:9N>N>r?:7N>r>>>N>r>9=N>r:9:N>N<N>N7777N7777N7777N>r>>>N>r>>>N>r>>>N>r>>>N<
1082525,29/03/2017 06:18:21,556957101,Focusing Shutter-Open LaserNotEmitting,Laser-Fault LaserNotEmitting MET,11.031,0.028,35,41,21,32.86238 -106.28590,352.500,0,6.300,873.600,84.800,2.006,40.100,0,9999,9999,9999,50.618,4.307,-0.382,48.251,3.990,-0.165,39.171,5.186,-1.119,44.440,5.639,-0.879,30.009,5.127,-0.686,53.511,5.140,-1.325,23.865,5.909,-1.497,39.044,2.975,-0.055,25.416,3.517,-0.214,33.129,2.596,0.149,89N?:6><Nn>N>N?=8r:::N?:rn><N?r::?N>r><nN>r>>>N>r>=6N?rn>>N>N>N?N>r>>>N>r>>>N>r>>>N>r>>>N=Nn>N?N>r>n=N>r>>>N>r>n9N?r<:9N>Nn>N?N>r>:9N>r>>>N>r>8?N?r<9>N>Nn>N?N>r??nN>r>>>N>r>88N>r7?>N>Nn>N?N>r?=8N>r>>>N>r>8:N>r9<:N>Nn>N>N>r?97N>r>>>N>r>8nN>r96:N>Nn>N>N>r?9<N>r>>>N>r>9:N>r8::N>Nn>N>N>r?:<N>r>>>N>r>6>N>r8?6N>Nn>N>N>r<<=N>r>>>N>r?<=N>rn=>N>N:6N>N>r<>?N>r>>>N>r>98N>r:9<N>N:7N>N>r?6>N>r>>>N>r>66N>r:76N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
1082537,29/03/2017 06:19:18,556957158,Shutter-Open LaserNotEmitting,Laser-Fault LaserNotEmitting MET,11.011,0.029,35,41,21,32.86238 -106.28590,352.500,0,6.300,873.800,84.800,2.212,43.500,1,9999,9999,9999,46.045,4.307,-0.292,46.412,3.878,-0.200,19.521,7.460,-2.374,49.373,6.427,-1.355,73.395,4.659,-0.271,16.041,6.041,-1.383,33.590,5.728,-1.536,36.727,5.199,-0.977,36.289,2.899,-0.017,33.702,2.241,0.148,89N?:6>?Nn>N>N?<9r?>:N?<r>78N?r6<6N>r>=<N>r>>>N>r>=6N?r=9nN>N>N>N>r>>>N>r>>>N>r>>>N>r>>>N=Nn>N?N>r>=?N>r>>>N>r>n9N?r>9<N>Nn>N>N>r>:nN>r>>>N>r>8<N?r>==N>Nn>N?N>r?=nN>r>>>N>r>86N>r686N>Nn>N>N>r?7:N>r>>>N>r>8:N>r9=7N>Nn>N?N>r<8nN>r>>>N>r>96N>r6?=N>Nn>N>N>r<>:N>r>>>N>r>9:N>rn68N>Nn>N?N>r?9?N>r>>>N>r>7=N>rn<9N>N:7N>N>r<>8N>r>>>N>r>67N>r:67N>Nn>N>N>r?9nN>r>>>N>r>6>N>r:69N>N:7N>N>r?7:N>r>>>N>r>9<N>r:6<N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
1082549,29/03/2017 06:20:15,556957215,Shutter-Open LaserNotEmitting,Laser-Fault LaserNotEmitting MET,11.015,0.028,35,41,21,32.86238 -106.28590,352.000,0,6.300,873.600,84.900,2.624,48.400,1,9999,9999,9999,44.125,4.137,-0.566,52.811,3.900,-0.385,44.341,4.445,-0.504,342.747,6.394,-0.256,22.975,4.212,-1.087,32.458,5.240,-1.193,337.486,5.540,-0.504,18.975,3.795,-0.287,17.762,3.790,-0.755,44.222,2.794,-0.394,89N?:6><Nn>N>N?=:r87<N?:r7=nN>r79nN>r>::N>r>>>N>r>=7N?r:?:N>N>N<N>r>>>N>r>>>N>r>>>N>r>>>N=Nn>N>N>r>n9N>r>>>N>r>n8N?r=?8N>Nn>N>N>r>:7N>r>>>N>r>8<N?r?=<N>Nn>N>N>r<9:N>r>>>N>r>88N>r7>:N>Nn>N>N>r<=8N>r>>>N>r>8?N>r6=7N>Nn>N>N>r=6=N>r>>>N>r>9nN>r7>9N>Nn>N>N>r?68N>r>>>N>r>8nN>rn7>N>Nn>N>N>r<:6N>r>>>N>r>98N>rnn<N>Nn>N>N>r?9nN>r>>>N>r>9?N>rn>=N>N:7N>N>r<?8N>r>>>N>r>89N>r:6>N>Nn>N>N>r<:<N>r>>>N>r>9:N>r:6>N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
1082561,29/03/2017 06:21:12,556957272,Shutter-Open LaserNotEmitting,Laser-Fault LaserNotEmitting MET,10.939,0.028,35,40,21,32.86238 -106.28590,352.100,0,6.300,873.600,85.090,2.418,59.400,0,9999,9999,9999,47.098,4.306,-0.777,53.267,4.229,-0.621,48.631,3.567,-0.352,51.997,4.499,-0.626,13.761,6.229,-2.076,58.238,4.964,-1.173,40.501,4.886,-1.182,22.269,3.408,-0.455,35.019,2.686,-0.119,34.027,2.637,-0.212,89N?:977Nn>N>N?=:r?<:N?=r7<<N?r<:nN>r><<N>r>>>N>r>=6N?r:>=N>N>N>N>r>>>N>r>>>N>r>>>N>r>>>N=Nn>N>N>r>n8N>r>>>N>r>n=N?r::<N>Nn>N>N>r>8<N>r>>>N>r>8?N?r:=<N>Nn>N>N>r>7=N>r>>>N>r>8:N?r?66N>Nn>N>N>r?66N>r>>>N>r>8>N>r6<7N>Nn>N>N>r<9?N>r>>>N>r>86N>r999N>Nn>N>N>r<>nN>r>>>N>r>9>N>r8nnN>Nn>N>N>r?8<N>r>>>N>r>99N>rn<:N>N:7N>N>r<>6N>r>>>N>r>8<N>rn::N>Nn>N>N>r?67N>r>>>N>r>n:N>r:n6N>N:7N>N>r??9N>r>>>N>r>8?N>r:n7N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
