CSV Converter: v1.113,Filter: v1.026,File system version: v4,Unit: 320,Time sync: Not synced,38m is a fixed reference measurement,The GPS field contains latitude and longitude coordinates in decimal degrees (positive sign indicates North or East),ZephIR window height above ground: 1.0m,Measurement heights: 300m 77m 60m 46m 38m 36m 28m 22m 16m 13m 10m
Reference,Time and Date,Timestamp (s),Info. Flags,Status Flags,Battery (V),Generator (V),Upper Temp. (C),Lower Temp. (C),Pod Humidity (%),GPS,ZephIR Bearing (deg),Tilt (deg),Air Temp. (C),Pressure (mbar),Humidity (%),MET Wind Speed (m/s),MET Direction (deg),Raining,Wind Direction (deg) at 300m,Horizontal Wind Speed (m/s) at 300m,Vertical Wind Speed (m/s) at 300m,Wind Direction (deg) at 77m,Horizontal Wind Speed (m/s) at 77m,Vertical Wind Speed (m/s) at 77m,Wind Direction (deg) at 60m,Horizontal Wind Speed (m/s) at 60m,Vertical Wind Speed (m/s) at 60m,Wind Direction (deg) at 46m,Horizontal Wind Speed (m/s) at 46m,Vertical Wind Speed (m/s) at 46m,Wind Direction (deg) at 38m,Horizontal Wind Speed (m/s) at 38m,Vertical Wind Speed (m/s) at 38m,Wind Direction (deg) at 36m,Horizontal Wind Speed (m/s) at 36m,Vertical Wind Speed (m/s) at 36m,Wind Direction (deg) at 28m,Horizontal Wind Speed (m/s) at 28m,Vertical Wind Speed (m/s) at 28m,Wind Direction (deg) at 22m,Horizontal Wind Speed (m/s) at 22m,Vertical Wind Speed (m/s) at 22m,Wind Direction (deg) at 16m,Horizontal Wind Speed (m/s) at 16m,Vertical Wind Speed (m/s) at 16m,Wind Direction (deg) at 13m,Horizontal Wind Speed (m/s) at 13m,Vertical Wind Speed (m/s) at 13m,Wind Direction (deg) at 10m,Horizontal Wind Speed (m/s) at 10m,Vertical Wind Speed (m/s) at 10m,Checksum:M^[sZkc~rs&M'N]{~k|mo~omgza|s&cX'N^ag`z}sg`sHgzsozs^AG@Z]QG@QHGZcN^ag`z}sCg}}kjsozs^AG@Z]QCG]]KJcNYg`jsJg|kmzga`s&jki'sozsYG@JQJG\QJKI]cNFa|gta`zobsYg`js]~kkjs&c!}'sozsFA\GTA@ZOBQYG@JQ]^JcNXk|zgmobsYg`js]~kkjs&c!}'sozsXK\ZGMOBQYG@JQ]^JcN]~ozgobsXo|gozga`sozs]^OZGOBQXO\GOZGA@cNMba{js]mobg`isozsMBA[JQ]MOBG@IcNLome}mozzk|s&!?r=k#8!c!}|'sozsLOME]MOZZK\cNFa|gta`zobs[`mk|zog`zws&c!}'sozsFA\GTA@ZOBQ]^JQMA@HGJK@MKcNJozosXobgjgzwsozsJOZOQG@XOBGJcN^ag`z}sg`sHgzsozs=>>cN^ag`z}sCg}}kjsozs=>>cN]~ozgobsXo|gozga`sozs=>>cNMba{js]mobg`isozs=>>cNLome}mozzk|s&!?r=k#8!c!}|'sozs=>>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs=>>cNJozosXobgjgzwsozs=>>cN^ag`z}sg`sHgzsozs99cN^ag`z}sCg}}kjsozs99cN]~ozgobsXo|gozga`sozs99cNMba{js]mobg`isozs99cNLome}mozzk|s&!?r=k#8!c!}|'sozs99cNFa|gta`zobs[`mk|zog`zws&c!}'sozs99cNJozosXobgjgzwsozs99cN^ag`z}sg`sHgzsozs8>cN^ag`z}sCg}}kjsozs8>cN]~ozgobsXo|gozga`sozs8>cNMba{js]mobg`isozs8>cNLome}mozzk|s&!?r=k#8!c!}|'sozs8>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs8>cNJozosXobgjgzwsozs8>cN^ag`z}sg`sHgzsozs:8cN^ag`z}sCg}}kjsozs:8cN]~ozgobsXo|gozga`sozs:8cNMba{js]mobg`isozs:8cNLome}mozzk|s&!?r=k#8!c!}|'sozs:8cNFa|gta`zobs[`mk|zog`zws&c!}'sozs:8cNJozosXobgjgzwsozs:8cN^ag`z}sg`sHgzsozs=6cN^ag`z}sCg}}kjsozs=6cN]~ozgobsXo|gozga`sozs=6cNMba{js]mobg`isozs=6cNLome}mozzk|s&!?r=k#8!c!}|'sozs=6cNFa|gta`zobs[`mk|zog`zws&c!}'sozs=6cNJozosXobgjgzwsozs=6cN^ag`z}sg`sHgzsozs=8cN^ag`z}sCg}}kjsozs=8cN]~ozgobsXo|gozga`sozs=8cNMba{js]mobg`isozs=8cNLome}mozzk|s&!?r=k#8!c!}|'sozs=8cNFa|gta`zobs[`mk|zog`zws&c!}'sozs=8cNJozosXobgjgzwsozs=8cN^ag`z}sg`sHgzsozs<6cN^ag`z}sCg}}kjsozs<6cN]~ozgobsXo|gozga`sozs<6cNMba{js]mobg`isozs<6cNLome}mozzk|s&!?r=k#8!c!}|'sozs<6cNFa|gta`zobs[`mk|zog`zws&c!}'sozs<6cNJozosXobgjgzwsozs<6cN^ag`z}sg`sHgzsozs<<cN^ag`z}sCg}}kjsozs<<cN]~ozgobsXo|gozga`sozs<<cNMba{js]mobg`isozs<<cNLome}mozzk|s&!?r=k#8!c!}|'sozs<<cNFa|gta`zobs[`mk|zog`zws&c!}'sozs<<cNJozosXobgjgzwsozs<<cN^ag`z}sg`sHgzsozs?8cN^ag`z}sCg}}kjsozs?8cN]~ozgobsXo|gozga`sozs?8cNMba{js]mobg`isozs?8cNLome}mozzk|s&!?r=k#8!c!}|'sozs?8cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?8cNJozosXobgjgzwsozs?8cN^ag`z}sg`sHgzsozs?=cN^ag`z}sCg}}kjsozs?=cN]~ozgobsXo|gozga`sozs?=cNMba{js]mobg`isozs?=cNLome}mozzk|s&!?r=k#8!c!}|'sozs?=cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?=cNJozosXobgjgzwsozs?=cN^ag`z}sg`sHgzsozs?>cN^ag`z}sCg}}kjsozs?>cN]~ozgobsXo|gozga`sozs?>cNMba{js]mobg`isozs?>cNLome}mozzk|s&!?r=k#8!c!}|'sozs?>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?>cNJozosXobgjgzwsozs?>cN^ag`z}sg`sHgzsozs^AG@Z]QG@QHGZcN^ag`z}sCg}}kjsozs^AG@Z]QCG]]KJcNYg`jsJg|kmzga`s&jki'sozsYG@JQJG\QJKI]cNFa|gta`zobsYg`js]~kkjs&c!}'sozsFA\GTA@ZOBQYG@JQ]^JcNXk|zgmobsYg`js]~kkjs&c!}'sozsXK\ZGMOBQYG@JQ]^JcN]~ozgobsXo|gozga`sozs]^OZGOBQXO\GOZGA@cNMba{js]mobg`isozsMBA[JQ]MOBG@IcNLome}mozzk|s&!?r=k#8!c!}|'sozsLOME]MOZZK\cNFa|gta`zobs[`mk|zog`zws&c!}'sozsFA\GTA@ZOBQ]^JQMA@HGJK@MKcNJozosXobgjgzwsozsJOZOQG@XOBGJc
20180,09/04/2017 00:01:50,557884910,Shutter-Open LaserNotEmitting,Laser-Fault LaserNotEmitting MET,10.777,0.030,37,41,21,32.86238 -106.28590,352.500,0,20.600,872.900,15.390,5.813,236.000,0,245.182,11.540,-0.391,257.404,11.724,0.388,253.499,11.328,0.548,249.559,13.486,-0.254,247.449,11.274,0.164,253.806,12.828,0.198,254.968,11.881,-0.163,251.205,11.440,-0.144,247.771,9.248,0.007,257.291,9.605,0.252,255.438,9.115,-0.005,87N?:6::Nn>N>N7777N7777N7777N>r?:6N>r>>>N>r>>?Nn=r8n8N?Nn>N?N>r>=>N>r>>>N>r>67N>r86=N>Nn>N>N>r>?9N>r>>>N>r>7=N>rn:>N>Nn>N?N>r><nN>r>>>N>r>78N>rn<?N>Nn>N>N>r>=<N>r>>>N>r>7:N>rnn9N>Nn>N>N>r>??N>r>>>N>r?>>N>r:86N>Nn>N>N>r><<N>r>>>N>r>79N>rn>>N>Nn>N>N>r>?6N>r>>>N>r?>>N>r:9:N>Nn>N>N>r>?nN>r>>>N>r?>=N>r:6?N>Nn>N>N>r><7N>r>>>N>r?>nN>rn>9N>Nn>N>N>r>==N>r>>>N>r??nN>r:6nN>Nn>N>N>r>=?N>r>>>N>r?>=N>r:6>N>N?N>N7777N7777N7777N>r>>>N>r>>>N>r>>>N>r>>>N<
20192,09/04/2017 00:02:18,557884938,Shutter-Open LaserNotEmitting,Laser-Fault LaserNotEmitting MET,10.944,0.028,37,41,21,32.86238 -106.28590,352.400,0,20.600,872.800,15.390,7.974,235.900,1,9999,9999,9999,251.839,11.918,-0.408,249.846,11.796,-0.183,246.852,11.734,-0.171,238.361,10.405,0.364,247.596,11.719,-0.058,246.544,11.420,-0.104,244.077,10.244,0.017,245.593,9.132,0.025,247.801,9.616,-0.327,245.076,7.794,0.307,9>N?:977Nn>N>N<:6r>n7N??r:9<N>r=<?N>r><7N>r>>>N>r>n>N?r?9:N>N?N>N>r>>>N>r>>>N>r>>?N>r>>>N=Nn>N>N>r><:N>r>>>N>r?<<N>r:79N>Nn>N>N>r><:N>r>>>N>r?<=N>r:76N>Nn>N>N>r>?:N>r>>>N>r?<8N>r:86N>Nn>N>N>r><6N>r>>>N>r?=:N>r:6>N>Nn>N>N>r>?<N>r>>>N>r?<:N>r:8<N>Nn>N>N>r>?=N>r>>>N>r?<:N>r:96N>Nn>N>N>r><nN>r>>>N>r??6N>rn>>N>Nn>N>N>r>=7N>r>>>N>r??9N>rn<9N>Nn>N>N>r>=6N>r>>>N>r??8N>r:76N>Nn>N>N>r>=<N>r>>>N>r?=>N>r:97N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
20204,09/04/2017 00:03:17,557884997,Shutter-Open LaserNotEmitting,Laser-Fault LaserNotEmitting LaserPowerOOT MET,10.962,0.028,37,41,21,32.86238 -106.28590,352.100,0,20.700,872.700,15.500,7.768,235.500,1,9999,9999,9999,250.883,11.954,0.457,250.097,11.850,0.384,250.064,11.647,0.192,249.423,11.485,-0.022,249.877,11.313,0.171,250.532,10.690,-0.155,249.380,10.450,-0.016,251.837,9.846,-0.195,248.361,9.912,-0.053,246.436,8.946,-0.031,87N?:6>?Nn>N>N<n>r>=7N??r986N#>r?n6N>r>??N>r>>>N>r>:7N>r7?=N>N>N>N>r>>>N>r>>>N>r>>>N>r>>>N=Nn>N>N>r>>7N>r>>>N>r?<?N>r:69N>Nn>N?N>r>>7N>r>>>N>r?<<N>r:68N>Nn>N>N>r>?>N>r>>>N>r?<=N>r:97N>Nn>N>N>r>?<N>r>>>N>r?<8N>r:97N>Nn>N>N>r>?<N>r>>>N>r?<=N>r:89N>Nn>N>N>r>?8N>r>>>N>r??6N>r:9nN>Nn>N?N>r>?nN>r>>>N>r??9N>rn>8N>Nn>N>N>r>=7N>r>>>N>r??:N>rn>6N>Nn>N>N>r><nN>r>>>N>r??=N>r:68N>Nn>N>N>r><9N>r>>>N>r??>N>r:6<N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
20216,09/04/2017 00:04:15,557885055,Shutter-Open LaserNotEmitting,Laser-Fault LaserNotEmitting MET,10.965,0.027,37,41,21,32.86238 -106.28590,352.600,0,20.700,872.800,15.390,6.482,232.100,0,9999,9999,9999,243.958,10.540,-0.020,249.250,10.535,0.037,249.208,10.685,0.010,247.896,10.539,-0.012,249.557,10.753,-0.158,249.821,10.859,-0.052,249.342,10.526,0.002,251.507,8.870,0.476,248.306,9.393,0.102,244.364,7.822,0.429,87N?:976Nn>N>N<n>r96:N??r699N#>r?<8N>r>?<N>r>>>N>r>n=N>r6:?N>N>N>N>r>>>N>r>>>N>r>>>N>r>>>N=Nn>N>N>r>?:N>r>>>N>r??9N>r:67N>Nn>N>N>r>?<N>r>>>N>r?<:N>r:6?N>Nn>N>N>r>?:N>r>>>N>r?<:N>r:68N>Nn>N>N>r>?7N>r>>>N>r?<=N>r:9:N>Nn>N>N>r>?nN>r>>>N>r?<:N>r:68N>Nn>N>N>r>>6N>r>>>N>r?<6N>r:n7N>Nn>N?N>r>?9N>r>>>N>r??9N>r:8nN>Nn>N>N>r>=9N>r>>>N>r???N>rn><N>Nn>N>N>r><=N>r>>>N>r??<N>r:69N>Nn>N>N>r>:<N>r>>>N>r??=N>r:99N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
20228,09/04/2017 00:05:12,557885112,Shutter-Open LaserNotEmitting,Interlock Laser-Fault LaserNotEmitting MET,10.943,0.027,37,42,21,32.86238 -106.28590,352.500,0,20.700,872.700,15.500,7.099,233.700,0,9999,9999,9999,248.395,10.852,0.109,247.967,10.793,-0.043,246.169,10.442,0.045,245.787,9.966,-0.054,245.433,10.226,0.187,249.149,9.983,0.098,249.774,9.958,0.170,250.992,10.126,0.067,246.889,8.210,0.070,241.111,8.246,0.511,87N?:979Nn>N>N<:8rn>6N?>r6=:N#>r?6=N>r>?7N>r>>>N>r>:nN?r>n?N>N>N?N>r>>>N>r>>>N>r>>>N>r>>>N=Nn>N?N>r>?8N>r>>>N>r?<?N>rn?9N>Nn>N>N>r>?:N>r>>>N>r?<=N>r:6=N>Nn>N>N>r><?N>r>>>N>r?<=N>r:66N>Nn>N>N>r>?8N>r>>>N>r?<=N>r:8:N>Nn>N>N>r><8N>r>>>N>r?<<N>r:6?N>Nn>N?N>r>?8N>r>>>N>r?<:N>r:89N>Nn>N>N>r><>N>r>>>N>r?<8N>r:87N>Nn>N?N>r><<N>r>>>N>r?<>N>r:6nN>Nn>N>N>r>:6N>r>>>N>r??8N>rn<7N>Nn>N>N>r>:>N>r>>>N>r?>=N>rn>:N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
20241,09/04/2017 00:06:40,557885200,Shutter-Open LaserNotEmitting,Laser-Fault LaserNotEmitting MET,10.783,0.031,37,42,21,32.86238 -106.28590,352.800,0,20.790,872.700,15.390,7.408,233.800,0,240.540,10.238,-0.260,240.674,10.693,0.144,240.615,10.434,0.183,240.642,10.402,0.023,244.929,10.700,0.001,241.106,10.124,0.055,241.920,10.114,0.001,241.948,9.347,0.090,244.198,8.612,-0.018,245.908,7.906,0.113,242.987,7.094,0.191,87N?:6:<Nn>N>N7777N7777N7777N>r?:6N>r>>>N>r>>?Nn=r87>N?Nn>N?N>r>=<N>r>>>N>r>6?N>r9?nN>Nn>N?N>r>?:N>r>>>N>r??<N>r:76N>Nn>N>N>r>?:N>r>>>N>r??<N>r:9>N>Nn>N>N>r>?9N>r>>>N>r??<N>r:9?N>Nn>N>N>r>??N>r>>>N>r?>6N>r:89N>Nn>N>N>r>?=N>r>>>N>r??>N>r:9:N>Nn>N>N>r>?:N>r>>>N>r??>N>r:6<N>Nn>N>N>r><?N>r>>>N>r?<:N>rn>>N>Nn>N?N>r><<N>r>>>N>r?>6N>r:9nN>Nn>N>N>r><8N>r>>>N>r?>nN>r:98N>Nn>N>N>r><nN>r>>>N>r?>:N>r:n6N>N6N>N7777N7777N7777N>r>>>N>r>>>N>r>>>N>r>>>N<
20253,09/04/2017 00:07:09,557885229,Focusing Shutter-Open LaserNotEmitting,Interlock Laser-Fault LaserNotEmitting MET,10.992,0.028,37,42,21,32.86238 -106.28590,352.700,0,20.790,872.800,15.600,5.299,232.800,0,9999,9999,9999,231.043,9.719,0.285,230.277,9.270,0.520,231.116,9.045,0.371,246.513,10.722,-0.017,235.962,8.918,0.141,240.098,9.251,0.124,241.240,9.451,0.220,245.453,8.745,0.056,242.284,8.316,0.248,244.039,8.588,0.361,87N?:6>?Nn>N>N<::r:7<N??r8?6N>r?>?N>r><=N>r>>>N>r>::N>r6=nN>N>N<N>r>>>N>r>>>N>r>>>N>r>>>N=Nn>N>N>r><9N>r>>>N>r??6N>rn?9N>Nn>N>N>r><:N>r>>>N>r?<?N>r:79N>Nn>N>N>r>?nN>r>>>N>r??6N>r:8?N>Nn>N>N>r>?nN>r>>>N>r?>6N>r:88N>Nn>N>N>r><?N>r>>>N>r??7N>r:n:N>Nn>N?N>r>?:N>r>>>N>r?<:N>r:n9N>Nn>N>N>r>?>N>r>>>N>r??9N>r:8<N>Nn>N>N>r><9N>r>>>N>r?>=N>r:96N>Nn>N>N>r>=?N>r>>>N>r???N>r:9>N>Nn>N>N>r>n6N>r>>>N>r?>>N>r:87N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
20254,09/04/2017 00:07:39,557885259,Shutter-Open,Fully Operational,10.779,0.030,37,42,21,32.86238 -106.28590,353.200,0,20.790,872.800,15.390,5.916,233.500,0,#N/A,#N/A,#N/A,242.099,9.261,-0.049,240.081,9.200,-0.014,241.037,9.499,0.020,236.952,10.632,0.121,240.803,9.795,0.144,240.155,10.165,0.221,237.599,9.843,-0.248,239.607,9.374,-0.119,236.743,9.268,-0.234,241.878,8.683,-0.269,87N?:6:<Nn>N?N<=6r7>:N?>r968N>r?<<N>r><>N>r>>>N>r>:8N>r6nnN>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ONn>N?N>r>?=N>r>>>N>r?<>N>r:9:N>Nn>N<N>r>?8N>r>>>N>r??7N>r:n9N>Nn>N>N>r>>6N>r>>>N>r??8N>r:n7N>Nn>N>N>r>?>N>r>>>N>r?>8N>r:n7N>Nn>N>N>r>>9N>r>>>N>r??=N>r::8N>Nn>N>N>r>>7N>r>>>N>r?>9N>r:n8N>Nn>N?N>r><<N>r>>>N>r?>nN>r:98N>Nn>N>N>r><nN>r>>>N>r>78N>r:9=N>Nn>N>N>r><6N>r>>>N>r>7nN>r:6nN>Nn>N?N>r><:N>r>>>N>r>77N>r:6?N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
20266,09/04/2017 00:12:15,557885535,Shutter-Open StartedUp,Fully Operational,10.787,0.030,38,42,20,32.86238 -106.28590,352.800,0,20.790,872.700,15.500,7.665,236.500,0,#N/A,#N/A,#N/A,252.618,11.236,-0.370,251.408,11.144,-0.505,248.723,11.198,-0.466,249.257,11.422,-0.304,241.883,11.095,-0.230,245.371,10.558,0.023,243.641,10.355,-0.071,246.770,10.154,0.146,247.448,11.243,0.106,247.168,10.241,0.004,87N?:6::Nn>N>N<:<r779N?<r97=N#>r<<8N>r><?N>r>>>N>r>:?N?r??6N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ONn>N?nN>r>?<N>r>>>N>r?<nN>rn?=N>Nn>N>N>r>?9N>r>>>N>r?<=N>r:7>N>Nn>N?N>r>?6N>r>>>N>r?<=N>rn>6N>Nn>N>N>r><:N>r>>>N>r?<8N>r:6<N>Nn>N>N>r><nN>r>>>N>r?<6N>r:6<N>Nn>N>N>r><7N>r>>>N>r?=>N>rn?=N>Nn>N>N>r>=8N>r>>>N>r?=>N>rn<?N>Nn>N>N>r><:N>r>>>N>r?<9N>r:69N>Nn>N>N>r><:N>r>>>N>r?=?N>r:79N>Nn>N>N>r>==N>r>>>N>r?=>N>r:6?N>N>N>N7777N7777N7777N>r>>>N>r>>>N>r>>>N>r>>>N<
20278,09/04/2017 00:12:34,557885554,Shutter-Open,Fully Operational,10.780,0.030,38,42,20,32.86238 -106.28590,352.800,0,20.890,872.800,15.000,8.128,236.100,0,243.429,12.804,-0.138,254.707,10.337,-0.060,251.119,9.119,-0.211,251.383,9.491,-0.029,241.613,12.003,0.076,249.162,10.057,0.116,250.140,10.285,0.025,250.123,9.581,0.239,251.255,9.489,0.159,248.055,9.130,0.244,252.325,8.761,0.379,87N?:6::Nn>N>N<::r8>6N?<r=87N>r:6nN>r>?7N>r>>>N>r>=7N>r799N>Nn>N>N>r>?nN>r>>>N>r>96N>r879N>Nn>N<N>r><9N>r>>>N>r??nN>rn6nN>Nn>N>N>r><:N>r>>>N>r?<<N>rn<7N>Nn>N>N>r><7N>r>>>N>r?<:N>rn>9N>Nn>N>N>r>??N>r>>>N>r?<>N>r:6nN>Nn>N>N>r>?>N>r>>>N>r?<6N>r:6>N>Nn>N>N>r>?>N>r>>>N>r?=>N>r:89N>Nn>N>N>r><nN>r>>>N>r?<6N>r:6?N>Nn>N>N>r>==N>r>>>N>r?<6N>r:7>N>Nn>N>N>r>=<N>r>>>N>r?=9N>r:7<N>N:7N>N>r>=:N>r>>>N>r?<>N>r:86N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
