CSV Converter: v1.113,Filter: v1.026,File system version: v4,Unit: 320,Time sync: Not synced,38m is a fixed reference measurement,The GPS field contains latitude and longitude coordinates in decimal degrees (positive sign indicates North or East),ZephIR window height above ground: 1.0m,Measurement heights: 300m 214m 153m 109m 78m 55m 38m 28m 20m 14m 10m
Reference,Time and Date,Timestamp (s),Info. Flags,Status Flags,Battery (V),Generator (V),Upper Temp. (C),Lower Temp. (C),Pod Humidity (%),GPS,ZephIR Bearing (deg),Tilt (deg),Air Temp. (C),Pressure (mbar),Humidity (%),MET Wind Speed (m/s),MET Direction (deg),Raining,Wind Direction (deg) at 300m,Horizontal Wind Speed (m/s) at 300m,Vertical Wind Speed (m/s) at 300m,Wind Direction (deg) at 214m,Horizontal Wind Speed (m/s) at 214m,Vertical Wind Speed (m/s) at 214m,Wind Direction (deg) at 153m,Horizontal Wind Speed (m/s) at 153m,Vertical Wind Speed (m/s) at 153m,Wind Direction (deg) at 109m,Horizontal Wind Speed (m/s) at 109m,Vertical Wind Speed (m/s) at 109m,Wind Direction (deg) at 78m,Horizontal Wind Speed (m/s) at 78m,Vertical Wind Speed (m/s) at 78m,Wind Direction (deg) at 55m,Horizontal Wind Speed (m/s) at 55m,Vertical Wind Speed (m/s) at 55m,Wind Direction (deg) at 38m,Horizontal Wind Speed (m/s) at 38m,Vertical Wind Speed (m/s) at 38m,Wind Direction (deg) at 28m,Horizontal Wind Speed (m/s) at 28m,Vertical Wind Speed (m/s) at 28m,Wind Direction (deg) at 20m,Horizontal Wind Speed (m/s) at 20m,Vertical Wind Speed (m/s) at 20m,Wind Direction (deg) at 14m,Horizontal Wind Speed (m/s) at 14m,Vertical Wind Speed (m/s) at 14m,Wind Direction (deg) at 10m,Horizontal Wind Speed (m/s) at 10m,Vertical Wind Speed (m/s) at 10m,Checksum:M^[sZkc~rs&M'N]{~k|mo~omgza|s&cX'N^ag`z}sg`sHgzsozs^AG@Z]QG@QHGZcN^ag`z}sCg}}kjsozs^AG@Z]QCG]]KJcNYg`jsJg|kmzga`s&jki'sozsYG@JQJG\QJKI]cNFa|gta`zobsYg`js]~kkjs&c!}'sozsFA\GTA@ZOBQYG@JQ]^JcNXk|zgmobsYg`js]~kkjs&c!}'sozsXK\ZGMOBQYG@JQ]^JcN]~ozgobsXo|gozga`sozs]^OZGOBQXO\GOZGA@cNMba{js]mobg`isozsMBA[JQ]MOBG@IcNLome}mozzk|s&!?r=k#8!c!}|'sozsLOME]MOZZK\cNFa|gta`zobs[`mk|zog`zws&c!}'sozsFA\GTA@ZOBQ]^JQMA@HGJK@MKcNJozosXobgjgzwsozsJOZOQG@XOBGJcN^ag`z}sg`sHgzsozs=>>cN^ag`z}sCg}}kjsozs=>>cN]~ozgobsXo|gozga`sozs=>>cNMba{js]mobg`isozs=>>cNLome}mozzk|s&!?r=k#8!c!}|'sozs=>>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs=>>cNJozosXobgjgzwsozs=>>cN^ag`z}sg`sHgzsozs<?:cN^ag`z}sCg}}kjsozs<?:cN]~ozgobsXo|gozga`sozs<?:cNMba{js]mobg`isozs<?:cNLome}mozzk|s&!?r=k#8!c!}|'sozs<?:cNFa|gta`zobs[`mk|zog`zws&c!}'sozs<?:cNJozosXobgjgzwsozs<?:cN^ag`z}sg`sHgzsozs?n=cN^ag`z}sCg}}kjsozs?n=cN]~ozgobsXo|gozga`sozs?n=cNMba{js]mobg`isozs?n=cNLome}mozzk|s&!?r=k#8!c!}|'sozs?n=cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?n=cNJozosXobgjgzwsozs?n=cN^ag`z}sg`sHgzsozs?>7cN^ag`z}sCg}}kjsozs?>7cN]~ozgobsXo|gozga`sozs?>7cNMba{js]mobg`isozs?>7cNLome}mozzk|s&!?r=k#8!c!}|'sozs?>7cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?>7cNJozosXobgjgzwsozs?>7cN^ag`z}sg`sHgzsozs96cN^ag`z}sCg}}kjsozs96cN]~ozgobsXo|gozga`sozs96cNMba{js]mobg`isozs96cNLome}mozzk|s&!?r=k#8!c!}|'sozs96cNFa|gta`zobs[`mk|zog`zws&c!}'sozs96cNJozosXobgjgzwsozs96cN^ag`z}sg`sHgzsozsnncN^ag`z}sCg}}kjsozsnncN]~ozgobsXo|gozga`sozsnncNMba{js]mobg`isozsnncNLome}mozzk|s&!?r=k#8!c!}|'sozsnncNFa|gta`zobs[`mk|zog`zws&c!}'sozsnncNJozosXobgjgzwsozsnncN^ag`z}sg`sHgzsozs=6cN^ag`z}sCg}}kjsozs=6cN]~ozgobsXo|gozga`sozs=6cNMba{js]mobg`isozs=6cNLome}mozzk|s&!?r=k#8!c!}|'sozs=6cNFa|gta`zobs[`mk|zog`zws&c!}'sozs=6cNJozosXobgjgzwsozs=6cN^ag`z}sg`sHgzsozs<6cN^ag`z}sCg}}kjsozs<6cN]~ozgobsXo|gozga`sozs<6cNMba{js]mobg`isozs<6cNLome}mozzk|s&!?r=k#8!c!}|'sozs<6cNFa|gta`zobs[`mk|zog`zws&c!}'sozs<6cNJozosXobgjgzwsozs<6cN^ag`z}sg`sHgzsozs<>cN^ag`z}sCg}}kjsozs<>cN]~ozgobsXo|gozga`sozs<>cNMba{js]mobg`isozs<>cNLome}mozzk|s&!?r=k#8!c!}|'sozs<>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs<>cNJozosXobgjgzwsozs<>cN^ag`z}sg`sHgzsozs?:cN^ag`z}sCg}}kjsozs?:cN]~ozgobsXo|gozga`sozs?:cNMba{js]mobg`isozs?:cNLome}mozzk|s&!?r=k#8!c!}|'sozs?:cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?:cNJozosXobgjgzwsozs?:cN^ag`z}sg`sHgzsozs?>cN^ag`z}sCg}}kjsozs?>cN]~ozgobsXo|gozga`sozs?>cNMba{js]mobg`isozs?>cNLome}mozzk|s&!?r=k#8!c!}|'sozs?>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?>cNJozosXobgjgzwsozs?>cN^ag`z}sg`sHgzsozs^AG@Z]QG@QHGZcN^ag`z}sCg}}kjsozs^AG@Z]QCG]]KJcNYg`jsJg|kmzga`s&jki'sozsYG@JQJG\QJKI]cNFa|gta`zobsYg`js]~kkjs&c!}'sozsFA\GTA@ZOBQYG@JQ]^JcNXk|zgmobsYg`js]~kkjs&c!}'sozsXK\ZGMOBQYG@JQ]^JcN]~ozgobsXo|gozga`sozs]^OZGOBQXO\GOZGA@cNMba{js]mobg`isozsMBA[JQ]MOBG@IcNLome}mozzk|s&!?r=k#8!c!}|'sozsLOME]MOZZK\cNFa|gta`zobs[`mk|zog`zws&c!}'sozsFA\GTA@ZOBQ]^JQMA@HGJK@MKcNJozosXobgjgzwsozsJOZOQG@XOBGJc
84379,13/04/2018 00:01:08,590371268,ExtFans Shutter-Open,Fully Operational,10.386,0.030,35,37,23,32.87560 -106.25200,355.300,0,22.290,867.800,15.300,9.260,232.000,0,244.612,29.469,-1.166,239.549,30.460,0.392,240.185,26.442,-0.300,241.026,27.470,0.732,239.488,25.216,-1.321,243.149,29.975,-0.780,249.494,18.574,-0.342,229.793,20.251,-0.048,232.902,17.586,0.868,204.704,14.080,2.122,9999,9999,9999,86N?:68=Nn>N?N<:?r>:nN<9r>?<N>r<7>N>r><?N>r>>>N>r=<8N?r66=N>N:7N?9N>r>=9N?r>>>N>rn>?N?r8=9N>Nn>N>N>r>=?N?r>>>N>r6==N?r=96N>Nn>N?N>r>:=N?r>>>N?r9>6N?rn66N>Nn>N?N>r>=<N?r>>>N<r78=N?r8>9N>Nn>N?N>r><6N?r>>>N:r<7nN?r?::N>Nn>N>N>r>=9N?r>>>Nnr=67N?r=9>N>Nn>N>N>r>::N?r>>>N9rn97N?r?9nN>Nn>N?N>r>8nN?r>>>N7r?n8N?rn>>N>N:7N<N>r>89N?r>>>N??r:8:N?r?79N>N==N<N>r?>6N?r>>>N?:r<:7N?r:98N>N?6N>N>r>>>N?r>>>N?=r<<=N>r>>>N<N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
84391,13/04/2018 00:01:31,590371291,ExtFans Shutter-Open,Fully Operational,10.378,0.030,35,36,23,32.87560 -106.25200,355.300,1,22.290,867.600,15.300,13.941,226.700,0,238.098,25.896,-0.915,244.555,25.063,-0.801,240.655,25.776,-0.368,238.625,27.196,-0.590,243.310,25.492,0.059,244.831,26.650,0.047,237.172,23.614,-0.517,244.848,24.674,-0.183,253.817,21.820,0.734,250.398,23.031,-0.396,9999,9999,9999,86N?:68=Nn>N>N<==rn6>N<=r886N#?r=n?N>r><nN>r>>>N>r<6?N?r7n:N>Nn>N>N>r>8>N?r>>>N>r::>N?r876N>Nn>N>N>r>=>N?r>>>N>r8=>N?r=n=N>Nn>N?N>r><>N?r>>>N>r7:8N?r<>:N>Nn>N?N>r>?<N?r>>>N?r669N?r<=:N>Nn>N>N>r>?<N?r>>>N=r=:7N?r?<?N>Nn>N?N>r><8N?r>>>N:r9=6N>r7n<N>Nn>N>N>r>==N?r>>>N6rn?nN?rn9>N>Nn>N>N>r><>N?r>>>N9r>:<N>r768N>N:7N=N>r>:?N?r>>>N7r9<7N?r?8=N>N=:N=N>r>=nN?r>>>N?<r>7<N>r7?6N>N?8N?N>r>>>N?r>>>N?<r<6>N>r>>>N<N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
84404,13/04/2018 00:01:53,590371313,ExtFans Shutter-Open,Fully Operational,10.392,0.030,35,37,23,32.87560 -106.25200,355.300,0,22.290,867.600,15.300,13.581,233.300,0,238.706,24.899,-0.601,240.293,24.747,-0.956,242.503,23.788,0.118,248.161,28.754,1.257,249.333,25.295,0.090,248.066,24.158,-1.212,240.053,23.529,-0.299,252.326,23.606,0.411,252.303,21.001,-0.998,247.581,19.947,-2.058,9999,9999,9999,86N?:68=Nn>N?N<:>r7:7N<=r<==N>r9:>N>r><8N>r>>>N>r:6:N?r786N>Nn>N>N>r><7N?r>>>N>r9n8N<r>n=N>Nn>N>N>r><6N?r>>>N?r>?=N<r><>N>Nn>N>N>r>:9N?r>>>N?r8:?N?rn6=N>Nn>N>N>r>=:N?r>>>N=r?9=N?r=<?N>Nn>N>N>r>:?N?r>>>Nnr?n=N?r<<6N>Nn>N>N>r><nN?r>>>N8r799N?r??<N>Nn>N<N>r>?9N?r>>>N8rn=:N>r97:N>Nn>N>N>r>=:N?r>>>N?<r8:9N>r7<7N>Nn>N>N>r><7N?r>>>N?nrn7nN>r9n8N>N==N>N>r>8?N?r>>>N?9r7>7N>r7:<N>N??N<N>r>>>N?r>>>N?<r<7nN>r>>>N<N:7N?N<n?r=?>N<>r?87N#>r7?7N>r>8:N?r>>>N>r??<N?r9<:N>
84416,13/04/2018 00:02:14,590371334,ExtFans Shutter-Open,Fully Operational,10.389,0.030,35,37,23,32.87560 -106.25200,355.200,0,22.290,867.400,15.300,16.411,235.300,0,233.807,22.567,1.081,228.130,22.575,-0.073,226.899,22.586,-0.443,251.463,19.811,1.016,247.408,23.217,-1.049,247.234,23.435,-1.345,246.916,23.289,-0.673,241.643,18.379,-0.520,241.667,16.526,-0.174,250.766,12.947,-1.628,9999,9999,9999,86N?:68=Nn>N>N<:<r9??N<=r>:9N#>r?8nN>r>?7N>r>>>N>rn<<N?r9:7N>Nn>N>N>r><6N?r>>>N>r9=:N?r66nN>Nn>N?N>r><<N?r>>>N?r>:?N?r?7?N>Nn>N?N>r>?7N?r>>>N?rn9=N?rn>6N>Nn>N>N>r>=6N?r>>>N<r8:>N?r?=6N>Nn>N>N>r>:<N?r>>>Nnr<=8N?r>=9N>Nn>N?N>r><8N?r>>>N8r787N>r7n:N>Nn>N?N>r>==N?r>>>N??r<n8N>r6??N>Nn>N?N>r>n=N?r>>>N?=r78?N?r?=7N>N:6N<N>r>88N?r>>>N?nr8<9N?r>96N>N:>N<N>r?<9N?r>>>N?7r:67N?r>?8N>N9N>N>r>>>N?r>>>N<?r>>8N>r>>>N<N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
84428,13/04/2018 00:02:35,590371355,ExtFans Shutter-Open,Fully Operational,10.384,0.030,35,37,23,32.87560 -106.25200,355.300,0,22.290,867.400,15.300,10.237,253.900,0,239.534,21.052,0.756,244.407,20.621,1.167,243.689,20.362,1.239,232.818,16.483,2.120,246.185,16.822,-0.061,240.751,20.490,-1.079,249.293,20.623,-0.143,230.025,21.212,-1.900,234.187,21.008,-1.535,237.100,19.911,-1.728,9999,9999,9999,86N?:68=Nn>N>N<:7r6::N<<r<n8N?r:?:N>r><7N>r>>>N>r:n8N<r<<7N>Nn>N>N>r>nnN?r>>>N>r9>:N=r<69N>Nn>N>N>r>n<N?r>>>N>r7<7N<r>::N>Nn>N>N>r>9:N?r>>>N?r::<N?r9::N>Nn>N>N>r>6:N?r>>>N<rn?=N?rn:nN>Nn>N>N>r>8?N?r>>>N:r=69N?r88<N>Nn>N>N>r><7N?r>>>N9rn>7N?rn?7N>Nn>N>N>r>:>N?r>>>N??r<<?N>r669N>Nn>N>N>r>8>N?r>>>N?=rn66N?r?7<N>Nn>N>N>r><8N?r>>>N?=r?:nN?r>:7N>N=8N>N>r>8:N?r>>>N?nr>6=N>r9n8N>N9N>N>r>>>N?r>>>N<<rnn6N>r>>>N<N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
84440,13/04/2018 00:02:53,590371373,ExtFans Shutter-Open,Fully Operational,10.386,0.030,35,36,23,32.87560 -106.25200,355.300,0,22.200,867.500,15.500,12.192,238.700,0,261.441,18.349,0.637,260.695,20.049,2.044,249.539,19.372,1.934,241.059,17.371,1.093,241.237,16.989,0.793,244.311,18.159,-0.191,244.383,19.487,-1.797,248.081,18.938,0.537,245.749,15.128,0.829,246.501,15.252,-0.170,9999,9999,9999,87N?:68=Nn>N>N<n>r8<6N?7r:8?N#>r7<?N>r>::N>r>>>N>rnn<N<r::?N>Nn>N>N>r>8?N?r>>>N>r6n<N?r::>N>Nn>N>N>r>n>N?r>>>N?r?:nN?r77nN>Nn>N>N>r>8nN?r>>>N?r9n:N?rnn8N>Nn>N>N>r>=7N?r>>>N<r69<N?r::9N>Nn>N>N>r>=6N?r>>>Nnr>7:N>r77=N>Nn>N>N>r>=:N?r>>>N6r:99N?r>n7N>Nn>N>N>r>:9N?r>>>N?>r7>nN?r=>9N>Nn>N>N>r>n=N?r>>>N?nr?=8N?r??<N>N:7N>N>r>6>N?r>>>N?6r<>7N?r<:<N>N=8N>N>r>79N?r>>>N<<r:7:N?r889N>N?:N>N>r>>>N?r>>>N?9r6?nN>r>>>N<N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
84452,13/04/2018 00:03:13,590371393,ExtFans Shutter-Open,Fully Operational,10.378,0.030,35,36,23,32.87560 -106.25200,355.300,1,22.200,867.500,15.600,11.112,242.000,0,245.762,20.830,0.953,244.369,20.838,0.764,246.037,21.729,-0.149,244.137,21.548,-0.664,244.397,20.879,-0.659,247.036,20.987,-0.768,243.175,16.964,0.031,240.311,15.934,1.090,255.358,16.003,-0.259,240.119,15.343,1.241,9999,9999,9999,86N?:68=Nn>N>N<:6r8=:N?8rn8>N>r=:7N>r><6N>r>>>N>r:n>N=rn=<N>Nn>N>N>r>8=N?r>>>N>r867N?r9n9N>Nn>N>N>r>=6N?r>>>N>r7n>N?r8n>N>Nn>N>N>r><?N?r>>>N?r:?:N?r=6:N>Nn>N>N>r>?7N?r>>>N<r<97N?r=>?N>Nn>N>N>r>=<N?r>>>N=r999N?r?66N>Nn>N>N>r>n9N?r>>>N9r?79N?r>9>N>Nn>N>N>r>6>N?r>>>N??r><?N?r:97N>Nn>N>N>r>=:N?r>>>N?:r778N>r78nN>Nn>N>N>r??6N?r>>>N?7r<=9N?r<8>N>N=9N>N>r>:=N?r>>>N<?r?:6N?r?:=N>N??N?N>r>>>N?r>>>N<nr==6N>r>>>N<N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
84465,13/04/2018 00:03:34,590371414,ExtFans Shutter-Open,Fully Operational,10.371,0.029,35,36,23,32.87560 -106.25200,355.300,1,22.200,867.500,15.690,10.032,252.900,0,247.638,21.297,0.939,246.490,24.146,-0.506,245.990,23.437,-0.802,241.655,23.630,-1.070,245.472,20.870,0.270,244.084,20.501,-0.025,245.106,19.230,-0.744,240.924,17.969,-0.478,236.191,14.789,1.021,233.734,14.079,1.299,9999,9999,9999,86N?:68=Nn>N>N<:?r<78N?8r=:=N>r:=<N>r>::N>r>>>N>r:8=N<rn>9N>Nn>N>N>r>8:N?r>>>N>r8>9N<r?6:N>N:7N>N>r><8N?r>>>N>r6>6N?r=6=N>Nn>N>N>r>=7N?r>>>N?r?:<N?r=n:N>Nn>N>N>r>:7N?r>>>N<r?66N?rn<>N>Nn>N>N>r>:?N?r>>>N:r:n>N?r:<=N>Nn>N>N>r>:<N?r>>>N9rn88N?r<8<N>Nn>N>N>r>:<N?r>>>N??r898N?r>=9N>Nn>N>N>r>=:N?r>>>N?nr6::N?r<=6N>Nn>N>N>r>:=N?r>>>N<>r7n<N?r?7:N>N=7N>N>r>::N?r>>>N<:r99nN>r66:N>N?:N>N>r>>>N?r>>>N<>r77:N>r>>>N<Nn>N>N<:<r>n<N?<rn>:N#>r?9>N>r>9nN?r>>>N>r?9>N?r79nN>
84477,13/04/2018 00:03:52,590371432,ExtFans Shutter-Open,Fully Operational,10.375,0.030,35,36,23,32.87560 -106.25200,356.400,0,22.200,867.500,15.800,6.894,230.400,0,257.706,22.289,-0.220,252.173,19.641,-1.580,250.774,19.617,-0.827,248.358,20.903,-1.399,245.270,24.513,-1.582,246.669,19.673,-0.846,223.281,16.677,0.801,246.678,19.287,0.245,249.124,15.822,-0.800,238.950,14.504,0.554,9999,9999,9999,87N?:68=Nn>N>N<?7r:67N?=rn:=N#?r<??N>r>n7N>r>>>N>r=6nN=r>:nN>N:9N>N>r>:<N?r>>>N>rn7<N<r<66N>Nn>N>N>r>:6N?r>>>N>r6n<N<r<?=N>Nn>N>N>r>:=N?r>>>N?r:n6N<r<n?N>Nn>N>N>r><6N?r>>>N<rn><N=r?=6N>Nn>N>N>r>=7N?r>>>N=r9?<N?r8<nN>Nn>N>N>r>n>N?r>>>N:r=67N?rn?6N>Nn>N>N>r>n>N?r>>>N8r9:?N?r?=7N>Nn>N>N>r>=6N?r>>>N?>r<9?N?r>9>N>Nn>N>N>r>=nN?r>>>N?<r9:6N?r>?nN>N::N>N>r>:?N?r>>>N?8r=8=N>r7:7N>N?8N>N>r>>>N?r>>>N<:r=:9N>r>>>N<N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
84489,13/04/2018 00:04:10,590371450,ExtFans Shutter-Open,Fully Operational,10.383,0.030,35,36,23,32.87560 -106.25200,355.300,0,22.200,867.700,15.690,8.951,246.100,0,240.334,20.190,0.549,233.532,20.454,-0.075,239.624,20.592,1.500,242.308,20.944,0.212,241.639,20.568,0.134,245.352,20.135,-0.672,245.058,18.899,-0.047,245.742,16.148,0.361,252.023,15.363,0.417,253.515,18.248,-0.506,208.469,8.315,-3.982,86N?:68=Nn>N>N<:7r=6nN?6rn<:N#>r><?N>r>==N>r>>>N>rnnnN?r78?N>Nn>N<N>r>:8N?r>>>N>r7>nN?rn78N>Nn>N>N>r><:N?r>>>N?r<n6N<r=69N>Nn>N>N>r><?N?r>>>N?r76?N?r?97N>Nn>N?N>r><<N?r>>>N=r:6<N?r>::N>Nn>N>N>r><8N?r>>>Nnr8n<N>r7>8N>Nn>N>N>r>=>N?r>>>N9r7::N>r96nN>Nn>N>N>r><7N?r>>>N?<r=<8N?r<?nN>Nn>N>N>r>==N?r>>>N?<r8<8N?r><nN>Nn>N>N>r>:=N?r>>>N?:rn?=N>r796N>N:>N>N>r>=9N?r>>>N?8r6:7N>r77<N>N?7N>N>r<<8N?r>>>N?6r8<?N>r978N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
