CSV Converter: v1.113,Filter: v1.026,File system version: v4,Unit: 320,Time sync: Not synced,38m is a fixed reference measurement,The GPS field contains latitude and longitude coordinates in decimal degrees (positive sign indicates North or East),ZephIR window height above ground: 1.0m,Measurement heights: 300m 214m 153m 109m 78m 55m 38m 28m 20m 14m 10m
Reference,Time and Date,Timestamp (s),Info. Flags,Status Flags,Battery (V),Generator (V),Upper Temp. (C),Lower Temp. (C),Pod Humidity (%),GPS,ZephIR Bearing (deg),Tilt (deg),Air Temp. (C),Pressure (mbar),Humidity (%),MET Wind Speed (m/s),MET Direction (deg),Raining,Wind Direction (deg) at 300m,Horizontal Wind Speed (m/s) at 300m,Vertical Wind Speed (m/s) at 300m,Wind Direction (deg) at 214m,Horizontal Wind Speed (m/s) at 214m,Vertical Wind Speed (m/s) at 214m,Wind Direction (deg) at 153m,Horizontal Wind Speed (m/s) at 153m,Vertical Wind Speed (m/s) at 153m,Wind Direction (deg) at 109m,Horizontal Wind Speed (m/s) at 109m,Vertical Wind Speed (m/s) at 109m,Wind Direction (deg) at 78m,Horizontal Wind Speed (m/s) at 78m,Vertical Wind Speed (m/s) at 78m,Wind Direction (deg) at 55m,Horizontal Wind Speed (m/s) at 55m,Vertical Wind Speed (m/s) at 55m,Wind Direction (deg) at 38m,Horizontal Wind Speed (m/s) at 38m,Vertical Wind Speed (m/s) at 38m,Wind Direction (deg) at 28m,Horizontal Wind Speed (m/s) at 28m,Vertical Wind Speed (m/s) at 28m,Wind Direction (deg) at 20m,Horizontal Wind Speed (m/s) at 20m,Vertical Wind Speed (m/s) at 20m,Wind Direction (deg) at 14m,Horizontal Wind Speed (m/s) at 14m,Vertical Wind Speed (m/s) at 14m,Wind Direction (deg) at 10m,Horizontal Wind Speed (m/s) at 10m,Vertical Wind Speed (m/s) at 10m,Checksum:M^[sZkc~rs&M'N]{~k|mo~omgza|s&cX'N^ag`z}sg`sHgzsozs^AG@Z]QG@QHGZcN^ag`z}sCg}}kjsozs^AG@Z]QCG]]KJcNYg`jsJg|kmzga`s&jki'sozsYG@JQJG\QJKI]cNFa|gta`zobsYg`js]~kkjs&c!}'sozsFA\GTA@ZOBQYG@JQ]^JcNXk|zgmobsYg`js]~kkjs&c!}'sozsXK\ZGMOBQYG@JQ]^JcN]~ozgobsXo|gozga`sozs]^OZGOBQXO\GOZGA@cNMba{js]mobg`isozsMBA[JQ]MOBG@IcNLome}mozzk|s&!?r=k#8!c!}|'sozsLOME]MOZZK\cNFa|gta`zobs[`mk|zog`zws&c!}'sozsFA\GTA@ZOBQ]^JQMA@HGJK@MKcNJozosXobgjgzwsozsJOZOQG@XOBGJcN^ag`z}sg`sHgzsozs=>>cN^ag`z}sCg}}kjsozs=>>cN]~ozgobsXo|gozga`sozs=>>cNMba{js]mobg`isozs=>>cNLome}mozzk|s&!?r=k#8!c!}|'sozs=>>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs=>>cNJozosXobgjgzwsozs=>>cN^ag`z}sg`sHgzsozs<?:cN^ag`z}sCg}}kjsozs<?:cN]~ozgobsXo|gozga`sozs<?:cNMba{js]mobg`isozs<?:cNLome}mozzk|s&!?r=k#8!c!}|'sozs<?:cNFa|gta`zobs[`mk|zog`zws&c!}'sozs<?:cNJozosXobgjgzwsozs<?:cN^ag`z}sg`sHgzsozs?n=cN^ag`z}sCg}}kjsozs?n=cN]~ozgobsXo|gozga`sozs?n=cNMba{js]mobg`isozs?n=cNLome}mozzk|s&!?r=k#8!c!}|'sozs?n=cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?n=cNJozosXobgjgzwsozs?n=cN^ag`z}sg`sHgzsozs?>7cN^ag`z}sCg}}kjsozs?>7cN]~ozgobsXo|gozga`sozs?>7cNMba{js]mobg`isozs?>7cNLome}mozzk|s&!?r=k#8!c!}|'sozs?>7cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?>7cNJozosXobgjgzwsozs?>7cN^ag`z}sg`sHgzsozs96cN^ag`z}sCg}}kjsozs96cN]~ozgobsXo|gozga`sozs96cNMba{js]mobg`isozs96cNLome}mozzk|s&!?r=k#8!c!}|'sozs96cNFa|gta`zobs[`mk|zog`zws&c!}'sozs96cNJozosXobgjgzwsozs96cN^ag`z}sg`sHgzsozsnncN^ag`z}sCg}}kjsozsnncN]~ozgobsXo|gozga`sozsnncNMba{js]mobg`isozsnncNLome}mozzk|s&!?r=k#8!c!}|'sozsnncNFa|gta`zobs[`mk|zog`zws&c!}'sozsnncNJozosXobgjgzwsozsnncN^ag`z}sg`sHgzsozs=6cN^ag`z}sCg}}kjsozs=6cN]~ozgobsXo|gozga`sozs=6cNMba{js]mobg`isozs=6cNLome}mozzk|s&!?r=k#8!c!}|'sozs=6cNFa|gta`zobs[`mk|zog`zws&c!}'sozs=6cNJozosXobgjgzwsozs=6cN^ag`z}sg`sHgzsozs<6cN^ag`z}sCg}}kjsozs<6cN]~ozgobsXo|gozga`sozs<6cNMba{js]mobg`isozs<6cNLome}mozzk|s&!?r=k#8!c!}|'sozs<6cNFa|gta`zobs[`mk|zog`zws&c!}'sozs<6cNJozosXobgjgzwsozs<6cN^ag`z}sg`sHgzsozs<>cN^ag`z}sCg}}kjsozs<>cN]~ozgobsXo|gozga`sozs<>cNMba{js]mobg`isozs<>cNLome}mozzk|s&!?r=k#8!c!}|'sozs<>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs<>cNJozosXobgjgzwsozs<>cN^ag`z}sg`sHgzsozs?:cN^ag`z}sCg}}kjsozs?:cN]~ozgobsXo|gozga`sozs?:cNMba{js]mobg`isozs?:cNLome}mozzk|s&!?r=k#8!c!}|'sozs?:cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?:cNJozosXobgjgzwsozs?:cN^ag`z}sg`sHgzsozs?>cN^ag`z}sCg}}kjsozs?>cN]~ozgobsXo|gozga`sozs?>cNMba{js]mobg`isozs?>cNLome}mozzk|s&!?r=k#8!c!}|'sozs?>cNFa|gta`zobs[`mk|zog`zws&c!}'sozs?>cNJozosXobgjgzwsozs?>cN^ag`z}sg`sHgzsozs^AG@Z]QG@QHGZcN^ag`z}sCg}}kjsozs^AG@Z]QCG]]KJcNYg`jsJg|kmzga`s&jki'sozsYG@JQJG\QJKI]cNFa|gta`zobsYg`js]~kkjs&c!}'sozsFA\GTA@ZOBQYG@JQ]^JcNXk|zgmobsYg`js]~kkjs&c!}'sozsXK\ZGMOBQYG@JQ]^JcN]~ozgobsXo|gozga`sozs]^OZGOBQXO\GOZGA@cNMba{js]mobg`isozsMBA[JQ]MOBG@IcNLome}mozzk|s&!?r=k#8!c!}|'sozsLOME]MOZZK\cNFa|gta`zobs[`mk|zog`zws&c!}'sozsFA\GTA@ZOBQ]^JQMA@HGJK@MKcNJozosXobgjgzwsozsJOZOQG@XOBGJc
13,11/04/2018 10:21:12,590235672,NotShutdown Shutter-Open StartedUp,Fully Operational,10.751,0.030,24,28,18,32.87558 -106.25200,356.100,0,18.790,880.700,28.700,0.617,285.700,0,166.981,6.389,0.023,347.349,6.143,0.064,350.309,5.651,0.020,354.081,5.110,0.050,358.848,4.443,0.101,7.922,1.399,0.074,255.119,0.779,-0.063,291.294,0.927,-0.148,299.527,1.217,-0.177,325.622,1.275,-0.097,331.957,1.623,-0.046,n=N?:687Nn>N?N?89r7:<N8r?nnN#>r>9>N>r><<N>r>>>N>r>>6N?r=:8N>Nn>N>N>r>?9N>r>>>N>r><>N>rn=:N>Nn>N7N>r>?>N>r>>>N>r><:N>rn:?N>Nn>N>N>r>>9N>r>>>N>r><7N>r:9<N>Nn>N>N>r>>nN>r>>>N>r>==N>r:n9N>Nn>N>N>r><=N>r>>>N>r>==N>rn8:N>Nn>N>N>r>86N>r>>>N>r>=:N>rn9>N>Nn>N>N>r>77N>r>>>N>r>=>N>r86?N>Nn>N?N>r>78N>r>>>N>r>=>N>r8?=N>N:8N>N>r>96N>r>>>N>r>:?N>rn<6N>N::N>N>r>8:N>r>>>N>r>:8N>r::<N>N:nN>N>r><8N>r>>>N>r>:9N>r:<9N>N>N>N7777N7777N7777N>r>>>N>r>>>N>r>>>N>r>>>N<
25,11/04/2018 10:21:30,590235690,NotShutdown Shutter-Open,Fully Operational,10.756,0.030,24,28,18,32.87558 -106.25200,356.200,0,18.790,880.800,28.700,0.926,295.200,0,346.374,6.359,0.076,167.630,6.153,-0.083,169.717,5.754,-0.116,174.215,5.142,-0.122,176.200,4.433,-0.015,183.837,1.620,-0.044,269.593,0.715,-0.028,265.101,0.856,-0.107,286.622,1.152,-0.046,319.257,1.213,0.064,323.884,1.531,0.045,n=N?:686Nn>N>N=:9r>=nN8r:?8N>r>9?N>r><=N>r>>>N>r>>6N?r=>=N>Nn>N>N>r>>9N>r>>>N>r>?7N>rn:6N>Nn>N>N>r>>7N>r>>>N>r><8N>rn<6N>Nn>N>N>r>>9N>r>>>N>r>=?N>r:6:N>Nn>N>N>r>>6N>r>>>N>r>=:N>r::6N>Nn>N>N>r>?6N>r>>>N>r>=:N>rn=<N>Nn>N>N>r>98N>r>>>N>r>==N>rn6nN>Nn>N>N>r?=>N>r>>>N>r>=?N>r97>N>Nn>N>N>r??=N>r>>>N>r>=:N>r8n6N>N:9N?N>r>n6N>r>>>N>r>=nN>rn<>N>N:=N?N>r>89N>r>>>N>r>::N>rn>nN>N::N?N>r>:?N>r>>>N>r>:=N>r::<N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
37,11/04/2018 10:21:47,590235707,NotShutdown Shutter-Open,Fully Operational,10.751,0.030,24,28,18,32.87558 -106.25200,356.200,0,18.790,880.700,28.700,0.772,286.800,0,346.232,6.327,0.009,167.145,6.225,-0.077,349.717,5.835,0.100,173.491,5.240,-0.113,358.155,4.491,0.100,5.582,1.853,-0.012,325.285,0.673,0.003,264.808,0.911,0.050,288.946,1.230,0.096,314.011,1.307,0.102,324.597,1.611,-0.020,n:N?:686Nn>N>N=:9r6<>N8r?9>N>r>n7N>r><>N>r>>>N>r>>6N?r<9nN>Nn>N>N>r>?=N>r>>>N>r><>N>rn<>N>Nn>N>N>r>>nN>r>>>N>r><8N>r:6:N>Nn>N>N>r>>9N>r>>>N>r>=?N>r:87N>Nn>N>N>r>>9N>r>>>N>r>=:N>r:8nN>Nn>N>N>r><>N>r>>>N>r>=:N>rn=:N>Nn>N>N>r>n<N>r>>>N>r>=:N>rn=nN>Nn>N>N>r?:=N>r>>>N>r>==N>r689N>Nn>N>N>r>7<N>r>>>N>r>=<N>r8?nN>N:6N>N>r>nnN>r>>>N>r>=7N>r:66N>N:7N>N>r>n=N>r>>>N>r>:>N>r:86N>N::N>N>r>=:N>r>>>N>r>:8N>r:=:N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
49,11/04/2018 10:22:05,590235725,NotShutdown Shutter-Open,Fully Operational,10.766,0.030,24,28,18,32.87558 -106.25200,356.200,0,18.790,880.800,28.700,0.720,287.700,0,346.809,6.319,0.103,347.075,6.230,0.039,350.599,5.821,0.099,353.570,5.178,0.103,358.048,4.572,0.163,172.565,2.036,-0.022,244.086,0.689,0.017,265.279,0.912,0.132,297.808,1.208,0.139,309.819,1.452,0.146,317.224,1.618,0.110,n:N?:686Nn>N>N=:9r9<<N8r<?=N>r?n?N>r><=N>r>>>N>r>>6N?r=89N>Nn>N>N>r>??N>r>>>N>r>?7N>rn>:N>Nn>N>N>r>?>N>r>>>N>r><8N>r:76N>Nn>N>N>r>>8N>r>>>N>r>=?N>r:97N>Nn>N>N>r>>7N>r>>>N>r>=:N>r:6>N>Nn>N>N>r>?6N>r>>>N>r>==N>rn<nN>Nn>N>N>r>n?N>r>>>N>r>==N>rnn?N>Nn>N>N>r?:=N>r>>>N>r>=<N>r667N>Nn>N>N>r>76N>r>>>N>r><8N>r8:9N>N:9N>N>r>87N>r>>>N>r>=<N>rn<7N>N:8N>N>r>=7N>r>>>N>r>:<N>r:8<N>N::N>N>r>:?N>r>>>N>r>:8N>r:=<N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
61,11/04/2018 10:22:22,590235742,NotShutdown Shutter-Open,Fully Operational,10.762,0.030,24,28,18,32.87558 -106.25200,356.100,0,18.790,880.700,28.790,0.617,282.000,0,347.711,6.310,0.106,348.000,6.270,0.114,351.059,5.756,0.128,353.461,5.243,0.110,356.390,4.743,0.057,1.025,2.190,-0.070,345.990,0.672,0.003,279.529,0.898,0.119,294.561,1.090,0.229,317.533,1.502,0.186,323.275,1.657,0.102,n=N?:686Nn>N>N=:9r7n6N8r<n=N>r?8>N>r><?N>r>>>N>r>>9N?r=:8N>Nn>N>N>r>?<N>r>>>N>r>?6N>rn?9N>Nn>N>N>r>>6N>r>>>N>r><8N>r:79N>Nn>N>N>r>>9N>r>>>N>r>=>N>r:6nN>Nn>N>N>r>>8N>r>>>N>r>=<N>r::9N>Nn>N>N>r>?>N>r>>>N>r>==N>rn>8N>Nn>N>N>r>:<N>r>>>N>r>=<N>rnn?N>Nn>N>N>r?n>N>r>>>N>r>=?N>r66<N>N:7N>N>r?>>N>r>>>N>r><8N>r8?9N>Nn>N>N>r>9:N>r>>>N>r>=:N>rn68N>N:nN>N>r>=nN>r>>>N>r>:?N>r:::N>N:9N>N>r>==N>r>>>N>r>:?N>r:=6N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
74,11/04/2018 10:22:40,590235760,NotShutdown Shutter-Open,Fully Operational,10.772,0.029,25,28,18,32.87558 -106.25200,356.200,0,18.790,880.600,28.790,0.617,284.400,0,346.425,6.185,0.101,347.842,6.260,0.111,350.160,5.847,0.136,353.713,5.268,0.114,355.624,4.717,0.087,184.065,2.459,-0.102,226.051,0.768,0.018,277.200,0.931,0.139,297.301,1.188,0.192,315.689,1.625,0.189,321.515,1.694,0.148,n:N?:686Nn>N>N=:9r6n:N8r>67N>r?n6N>r>?6N>r>>>N>r>>8N?r<?7N>Nn>N>N>r>>6N>r>>>N>r>?6N>rn<:N>Nn>N>N>r>>7N>r>>>N>r><nN>rn>=N>Nn>N>N>r>>7N>r>>>N>r>=>N>r:79N>Nn>N>N>r>>8N>r>>>N>r>=<N>r:nnN>Nn>N>N>r>>7N>r>>>N>r>==N>rn<<N>Nn>N>N>r>=<N>r>>>N>r>==N>rn=7N>Nn>N>N>r?:<N>r>>>N>r>=<N>r99nN>Nn>N>N>r>6>N>r>>>N>r><8N>r8=8N>N:6N>N>r>n>N>r>>>N>r>=9N>rn<>N>N:9N>N>r>=7N>r>>>N>r>:?N>r:<9N>N:8N>N>r>:?N>r>>>N>r>:<N>r:<:N>N>N>N7777N7777N7777N>r>>>N>r>>>N>r>>>N>r>>>N<
86,11/04/2018 10:22:58,590235778,NotShutdown Shutter-Open,Fully Operational,10.779,0.027,25,28,18,32.87558 -106.25200,356.200,0,18.790,880.700,28.790,0.977,296.000,0,165.927,6.275,-0.018,346.619,6.174,0.097,349.256,5.875,0.113,352.668,5.267,0.100,354.658,4.677,0.062,2.037,2.645,-0.005,194.596,0.711,-0.026,288.979,0.943,0.150,296.101,1.159,0.267,315.394,1.335,0.265,322.263,1.677,0.202,n:N?:686Nn>N>N?8nr7=?N8r?=9N#>r>=7N>r><>N>r>>>N>r>>9N?r>7nN>Nn>N>N>r>?:N>r>>>N>r>?6N>rn?9N>Nn>N>N>r>>6N>r>>>N>r><nN>r:7=N>Nn>N>N>r>>8N>r>>>N>r>=>N>r:6:N>Nn>N>N>r>>9N>r>>>N>r>=<N>r:n7N>Nn>N>N>r>>9N>r>>>N>r>=:N>r:7<N>Nn>N>N>r><9N>r>>>N>r>=:N>r:7=N>Nn>N?N>r?:6N>r>>>N>r>=<N>r688N>Nn>N>N>r>9=N>r>>>N>r><=N>r8>?N>N:7N>N>r>9:N>r>>>N>r>=:N>rn98N>N::N>N>r>=8N>r>>>N>r>:nN>r:6<N>N:9N>N>r>==N>r>>>N>r>:<N>r::<N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
98,11/04/2018 10:23:15,590235795,NotShutdown Shutter-Open,Fully Operational,10.780,0.030,25,28,18,32.87558 -106.25200,356.200,0,18.790,880.600,28.790,0.823,259.000,0,166.716,6.322,-0.022,166.846,6.212,-0.022,170.561,5.872,-0.080,172.281,5.416,-0.078,174.520,4.694,-0.025,179.637,2.587,-0.025,228.248,0.780,-0.055,270.737,0.933,0.150,312.652,1.273,0.245,310.233,1.473,0.318,318.784,1.783,0.272,n:N?:687Nn>N>N?89r<>6N8r?7nN#>r>9<N>r><>N>r>>>N>r>>9N?r=6:N>Nn>N>N>r>??N>r>>>N>r>?6N>rn?<N>Nn>N>N>r>?<N>r>>>N>r><nN>r:7=N>Nn>N>N>r>>8N>r>>>N>r><7N>r:6>N>Nn>N>N>r>?>N>r>>>N>r>=<N>r:88N>Nn>N>N>r>>6N>r>>>N>r>==N>r:6>N>Nn>N>N>r><9N>r>>>N>r>=:N>r:7?N>Nn>N>N>r??9N>r>>>N>r>=<N>r987N>Nn>N>N>r>6=N>r>>>N>r><9N>r8?>N>Nn>N>N>r>n=N>r>>>N>r>=9N>rnn<N>N:9N>N>r>n<N>r>>>N>r>:>N>r:69N>N:8N>N>r>=?N>r>>>N>r>n>N>r:=6N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
110,11/04/2018 10:23:31,590235811,NotShutdown Shutter-Open,Fully Operational,10.766,0.029,25,28,18,32.87558 -106.25200,356.100,0,18.790,880.600,29.390,0.617,285.200,0,165.119,6.317,0.015,167.734,6.289,-0.023,171.100,5.925,-0.055,172.578,5.501,-0.036,175.200,4.752,-0.056,3.422,2.594,-0.042,190.643,0.721,-0.022,292.363,0.943,0.153,304.021,1.202,0.292,320.924,1.824,0.230,324.905,1.857,0.195,n:N?:686Nn>N>N?88rn>>N8r?68N#>r>:?N>r>?7N>r>>>N>r>>6N?r:<=N>Nn>N>N>r>?>N>r>>>N>r>?7N>rn?8N>Nn>N>N>r>>7N>r>>>N>r><nN>rn>9N>Nn>N>N>r>>9N>r>>>N>r>=>N>r:68N>Nn>N>N>r>>8N>r>>>N>r>==N>r:n9N>Nn>N>N>r>??N>r>>>N>r>=:N>r:96N>Nn>N>N>r><=N>r>>>N>r>=nN>r:76N>Nn>N>N>r?=<N>r>>>N>r>=:N>r6?=N>N:7N>N>r?>=N>r>>>N>r><6N>r8=:N>Nn>N>N>r>6>N>r>>>N>r>==N>rn98N>N:9N>N>r>:>N>r>>>N>r>:?N>r:n?N>N:8N>N>r><9N>r>>>N>r>:<N>r:<<N>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
122,11/04/2018 10:23:49,590235829,NotShutdown Shutter-Open,Fully Operational,10.761,0.030,25,28,18,32.87558 -106.25200,356.200,0,18.790,880.600,29.200,0.875,285.700,0,165.324,6.282,-0.036,166.245,6.250,-0.004,171.127,5.828,-0.080,172.490,5.395,-0.054,174.474,4.838,-0.010,180.931,2.577,0.046,230.956,0.963,0.082,274.763,1.009,0.183,315.122,1.228,0.305,326.481,1.659,0.254,330.452,1.780,0.163,n:N?:686Nn>N>N?89rn?8N8r?9nN#>r>7nN>r><:N>r>>>N>r>>6N?r:88N>Nn>N>N>r>??N>r>>>N>r>?7N>rn?<N>Nn>N>N>r>?>N>r>>>N>r><nN>rn?>N>Nn>N>N>r>>7N>r>>>N>r>=?N>r:67N>Nn>N>N>r>>8N>r>>>N>r>==N>r::6N>Nn>N>N>r>>6N>r>>>N>r>=:N>r:9<N>Nn>N>N>r><7N>r>>>N>r>=nN>r:9?N>Nn>N?N>r>6<N>r>>>N>r>=<N>r8>nN>Nn>N>N>r>9>N>r>>>N>r><nN>rn77N>Nn>N>N>r>68N>r>>>N>r>=9N>rn86N>N:6N>N>r>=nN>r>>>N>r>::N>r:=nN>N:8N>N>r>==N>r>>>N>r>:9N>r:=nN>N-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!ON-@!O
